id,productid,customerid,quantity,saledate,totalprice
635,237,414,5,2023-05-25 10:23:36.036454,15.1557517509581
636,101,225,7,2023-09-16 10:23:36.036454,58.7507796263598
637,123,462,5,2023-11-24 10:23:36.036454,140.54889824124
638,196,89,3,2023-12-01 10:23:36.036454,964.438850071942
639,142,145,8,2023-10-10 10:23:36.036454,172.969021132952
640,293,267,8,2023-11-18 10:23:36.036454,849.956780990891
641,187,168,8,2024-03-01 10:23:36.036454,470.88949043865
642,49,233,9,2024-02-25 10:23:36.036454,462.160744666495
643,14,87,6,2023-12-08 10:23:36.036454,898.616794394329
644,280,454,6,2024-05-13 10:23:36.036454,952.823353173293
645,274,192,1,2024-03-25 10:23:36.036454,519.107299211993
646,8,327,9,2024-02-14 10:23:36.036454,56.2582074169504
647,183,488,1,2023-07-29 10:23:36.036454,350.232676753945
648,243,206,8,2023-12-15 10:23:36.036454,151.150951918571
649,154,319,6,2023-09-05 10:23:36.036454,670.708916993968
650,235,310,7,2023-05-29 10:23:36.036454,163.615277644743
651,153,70,6,2023-06-28 10:23:36.036454,273.548732204497
652,175,310,7,2023-08-09 10:23:36.036454,438.235107750955
653,104,500,8,2023-12-22 10:23:36.036454,507.927877088609
654,65,300,2,2023-08-09 10:23:36.036454,148.187325811933
655,250,367,1,2023-08-20 10:23:36.036454,562.455945918148
656,10,473,7,2024-02-20 10:23:36.036454,311.62286327621
657,218,163,5,2023-10-31 10:23:36.036454,185.118076093507
658,115,125,2,2023-07-10 10:23:36.036454,195.073909371569
659,300,285,2,2023-05-31 10:23:36.036454,279.20724958463
760,132,147,2,2023-07-10 10:23:36.036454,501.777661561294
761,153,193,3,2023-10-10 10:23:36.036454,852.013600373148
762,177,319,4,2023-09-10 10:23:36.036454,697.776416095818
763,284,15,9,2023-07-24 10:23:36.036454,301.875026939908
764,30,106,5,2023-10-11 10:23:36.036454,877.923533236596
765,90,152,1,2024-04-18 10:23:36.036454,729.16277563998
766,103,293,1,2024-02-24 10:23:36.036454,594.555637726116
767,170,130,4,2024-05-10 10:23:36.036454,439.862958591986
768,270,361,3,2023-08-09 10:23:36.036454,733.912817321301
769,174,373,9,2023-10-05 10:23:36.036454,438.474966013685
770,254,499,8,2023-08-09 10:23:36.036454,770.193384367288
771,129,203,3,2023-06-24 10:23:36.036454,839.748944562233
772,97,310,6,2024-04-22 10:23:36.036454,659.013831988739
773,96,86,1,2023-11-26 10:23:36.036454,265.267545915626
774,54,173,9,2023-09-20 10:23:36.036454,159.774126235221
775,43,78,5,2023-05-26 10:23:36.036454,889.462935424628
776,245,427,8,2024-03-07 10:23:36.036454,155.075329455051
777,221,158,3,2024-04-19 10:23:36.036454,686.872142725623
778,297,188,9,2023-06-07 10:23:36.036454,159.408426615431
779,64,433,3,2023-11-22 10:23:36.036454,739.082406133293
780,156,243,2,2024-04-18 10:23:36.036454,652.833181363721
781,173,85,5,2024-01-01 10:23:36.036454,856.882993826935
782,185,263,2,2023-08-04 10:23:36.036454,367.040649282883
783,30,88,4,2024-01-13 10:23:36.036454,789.478667079547
784,86,449,8,2024-05-07 10:23:36.036454,326.056243600384
785,36,8,6,2023-05-22 10:23:36.036454,666.639367998932
786,83,474,8,2023-07-20 10:23:36.036454,24.4431729557197
787,132,172,3,2023-09-13 10:23:36.036454,940.260614783931
788,266,155,7,2023-10-14 10:23:36.036454,252.513266795894
789,87,113,6,2023-05-27 10:23:36.036454,927.468011019578
790,276,140,4,2024-03-14 10:23:36.036454,863.82409179152
791,297,390,4,2023-11-01 10:23:36.036454,841.132873471233
792,227,395,6,2024-02-01 10:23:36.036454,304.409664910057
793,278,325,5,2023-06-18 10:23:36.036454,708.998552327899
794,200,179,5,2023-10-03 10:23:36.036454,255.684989950905
795,43,230,3,2023-12-15 10:23:36.036454,908.014696178682
796,63,457,7,2023-08-20 10:23:36.036454,784.547471441505
797,252,454,4,2023-05-31 10:23:36.036454,506.023901642468
798,227,420,4,2023-06-11 10:23:36.036454,599.615600480809
799,9,423,2,2023-12-18 10:23:36.036454,59.2320222995868
800,271,392,5,2023-12-04 10:23:36.036454,620.536786533726
801,288,263,9,2024-01-23 10:23:36.036454,966.772991578124
1,20,187,7,2024-03-21 10:23:36.036454,757.453187522369
2,31,274,5,2023-06-28 10:23:36.036454,572.682856622716
3,68,55,5,2023-10-24 10:23:36.036454,796.508122210432
4,187,113,4,2023-10-16 10:23:36.036454,990.867735836949
5,215,488,8,2023-11-01 10:23:36.036454,137.283376626904
6,118,199,2,2023-09-15 10:23:36.036454,638.238777652526
7,31,117,9,2024-04-27 10:23:36.036454,215.260753660244
8,221,185,4,2023-08-25 10:23:36.036454,152.173698738635
9,264,282,4,2024-04-21 10:23:36.036454,488.690744997132
10,81,322,3,2023-09-02 10:23:36.036454,747.77295351443
11,62,167,5,2023-11-12 10:23:36.036454,444.738509304921
12,236,405,4,2024-05-13 10:23:36.036454,464.343835715634
13,105,488,3,2023-08-06 10:23:36.036454,251.200765369738
14,87,48,3,2023-10-11 10:23:36.036454,143.830840179106
15,179,85,7,2024-05-05 10:23:36.036454,283.59779934703
16,221,433,4,2023-09-06 10:23:36.036454,150.581951073879
17,29,245,7,2023-12-06 10:23:36.036454,54.4138762217744
18,151,125,6,2023-08-20 10:23:36.036454,53.136659582351
19,211,71,7,2023-09-13 10:23:36.036454,917.282631785247
20,144,309,8,2023-12-29 10:23:36.036454,684.268958429973
21,92,237,1,2023-08-01 10:23:36.036454,804.317056386183
22,273,362,4,2023-12-03 10:23:36.036454,480.213968542121
23,72,284,3,2023-07-02 10:23:36.036454,941.883522868831
24,95,117,4,2024-04-17 10:23:36.036454,675.938171034015
25,21,384,1,2024-04-13 10:23:36.036454,978.089169393538
26,57,127,8,2023-08-06 10:23:36.036454,434.704908382978
27,270,156,8,2024-04-04 10:23:36.036454,55.3115731475157
28,43,169,8,2023-08-10 10:23:36.036454,952.426413320454
29,4,76,8,2024-03-25 10:23:36.036454,164.319102521718
30,143,161,1,2023-08-23 10:23:36.036454,682.670685058786
31,101,283,8,2024-03-01 10:23:36.036454,917.797839381236
32,54,204,3,2023-09-02 10:23:36.036454,276.891036061324
33,80,3,7,2024-04-07 10:23:36.036454,546.139420387311
34,24,346,8,2023-08-02 10:23:36.036454,374.55859205783
35,204,378,2,2023-09-25 10:23:36.036454,320.015459956727
36,256,398,7,2023-07-14 10:23:36.036454,279.704484500366
37,179,273,4,2023-06-24 10:23:36.036454,54.1084870753882
38,291,157,2,2024-02-14 10:23:36.036454,128.992027307208
39,175,327,7,2024-04-14 10:23:36.036454,694.744997137987
40,147,161,9,2023-06-06 10:23:36.036454,909.032953959851
41,75,355,7,2023-10-14 10:23:36.036454,725.368614990059
42,33,258,3,2024-01-01 10:23:36.036454,116.472134555777
43,246,430,7,2023-09-26 10:23:36.036454,920.987588115354
44,171,497,4,2023-10-03 10:23:36.036454,373.59889037949
45,298,41,3,2024-03-05 10:23:36.036454,94.810074358575
46,251,53,1,2023-06-23 10:23:36.036454,790.751719637332
47,158,350,4,2023-12-04 10:23:36.036454,26.4612201732879
48,51,188,7,2024-04-14 10:23:36.036454,820.961812529295
49,44,379,1,2024-02-18 10:23:36.036454,398.973068472099
50,29,82,3,2023-06-25 10:23:36.036454,426.979515043243
51,92,375,7,2023-08-01 10:23:36.036454,485.187380452165
52,221,84,3,2023-11-30 10:23:36.036454,988.012354936722
53,136,219,9,2023-10-02 10:23:36.036454,183.911593655848
54,221,486,1,2023-08-25 10:23:36.036454,645.595126440108
55,297,20,5,2023-06-02 10:23:36.036454,941.100977882614
56,78,213,5,2023-10-13 10:23:36.036454,647.655554014403
57,146,86,9,2024-05-11 10:23:36.036454,781.450420199136
58,110,402,9,2023-10-29 10:23:36.036454,602.325458001661
59,5,244,7,2023-08-01 10:23:36.036454,819.922318293682
60,106,375,9,2023-12-23 10:23:36.036454,522.670837964413
61,214,274,3,2024-05-18 10:23:36.036454,699.523171901056
62,268,200,3,2023-07-07 10:23:36.036454,597.631839614795
63,233,149,1,2023-11-04 10:23:36.036454,948.803331362189
64,258,218,9,2024-05-12 10:23:36.036454,928.801248407026
65,271,148,2,2024-05-17 10:23:36.036454,514.555313397084
66,179,461,3,2024-01-27 10:23:36.036454,762.22949370526
67,34,339,9,2023-12-08 10:23:36.036454,900.807995004443
68,206,262,6,2023-10-16 10:23:36.036454,103.366926116277
69,219,308,4,2024-03-05 10:23:36.036454,904.134856916649
70,7,186,9,2024-01-10 10:23:36.036454,339.912072942042
71,294,326,4,2024-01-28 10:23:36.036454,852.385108472194
72,257,71,3,2023-07-27 10:23:36.036454,912.948305028308
73,198,262,2,2023-06-11 10:23:36.036454,451.112018857054
74,43,103,9,2023-12-06 10:23:36.036454,55.9546445245832
75,150,307,5,2023-08-23 10:23:36.036454,535.347658979827
76,74,358,8,2023-09-30 10:23:36.036454,926.237274764031
77,223,260,4,2023-06-22 10:23:36.036454,99.9095706561405
78,292,126,3,2023-06-16 10:23:36.036454,637.263634728286
79,108,232,1,2024-02-09 10:23:36.036454,722.852199529409
80,224,469,6,2023-08-01 10:23:36.036454,763.14562834102
81,59,464,2,2023-11-22 10:23:36.036454,952.5119414922
82,287,361,3,2023-07-31 10:23:36.036454,852.57025163089
83,192,427,4,2024-03-04 10:23:36.036454,557.595283676062
84,290,68,5,2024-02-15 10:23:36.036454,522.791689224321
85,264,263,1,2024-03-07 10:23:36.036454,545.373454277549
86,204,415,7,2024-02-06 10:23:36.036454,697.495057833292
87,270,5,5,2023-12-16 10:23:36.036454,589.546434276315
88,135,209,6,2024-02-19 10:23:36.036454,854.081911999072
89,288,76,3,2024-03-31 10:23:36.036454,257.421645306431
90,159,34,6,2024-05-08 10:23:36.036454,987.335461710325
91,80,489,4,2023-08-22 10:23:36.036454,472.698937434595
92,204,156,2,2023-07-18 10:23:36.036454,722.093578849578
93,267,94,2,2024-05-01 10:23:36.036454,446.192179724621
94,118,348,1,2024-03-17 10:23:36.036454,469.67012445634
95,126,269,3,2023-08-19 10:23:36.036454,432.340138047727
96,299,166,2,2023-11-25 10:23:36.036454,980.186510207487
97,93,31,2,2024-04-16 10:23:36.036454,584.181215657864
98,13,235,3,2023-12-06 10:23:36.036454,449.029475857615
99,157,79,3,2023-12-12 10:23:36.036454,784.330499520974
100,103,176,2,2024-01-25 10:23:36.036454,211.810345476329
402,9,67,5,2023-07-01 10:23:36.036454,654.611687558044
403,102,387,2,2023-07-02 10:23:36.036454,837.890911613902
404,79,450,9,2023-07-10 10:23:36.036454,730.485010363946
405,101,410,3,2024-01-27 10:23:36.036454,399.409695855263
406,230,366,4,2024-03-05 10:23:36.036454,346.169798615293
407,42,213,4,2023-08-19 10:23:36.036454,365.356817966885
408,165,197,7,2023-07-14 10:23:36.036454,622.82113828791
409,221,36,6,2023-10-17 10:23:36.036454,618.139095799792
410,278,245,3,2024-02-08 10:23:36.036454,383.606741720696
411,200,371,3,2023-12-31 10:23:36.036454,705.191854186566
412,264,294,1,2024-04-26 10:23:36.036454,983.407036341456
413,71,111,2,2023-10-29 10:23:36.036454,139.785478202878
414,22,305,4,2023-12-22 10:23:36.036454,520.034334343849
415,285,384,2,2023-11-04 10:23:36.036454,860.854285652332
416,272,185,2,2023-08-28 10:23:36.036454,652.693032447805
417,211,170,2,2023-10-19 10:23:36.036454,289.165516358136
660,24,236,4,2024-04-13 10:23:36.036454,982.530114441264
661,24,46,7,2024-02-10 10:23:36.036454,15.7975961188001
662,281,186,7,2024-04-04 10:23:36.036454,942.970946138106
663,68,372,8,2024-04-05 10:23:36.036454,243.94895300414
664,152,442,5,2023-05-23 10:23:36.036454,114.792820825851
665,173,328,5,2023-07-20 10:23:36.036454,939.105512814029
666,165,277,4,2023-06-17 10:23:36.036454,268.280340186536
667,126,432,3,2023-10-27 10:23:36.036454,630.070605681842
668,220,426,3,2024-01-08 10:23:36.036454,274.307772039598
669,255,81,1,2024-03-08 10:23:36.036454,334.209166991517
670,159,185,6,2023-11-29 10:23:36.036454,47.2424535129524
671,16,438,9,2023-08-23 10:23:36.036454,916.562360256047
672,142,88,9,2023-11-22 10:23:36.036454,272.202264267421
673,158,469,4,2023-10-31 10:23:36.036454,816.834216960343
674,133,461,2,2024-03-14 10:23:36.036454,281.027345608341
675,81,162,8,2023-11-06 10:23:36.036454,731.455992993119
676,251,147,8,2024-03-29 10:23:36.036454,342.172817180589
677,88,448,2,2023-12-23 10:23:36.036454,825.564699423926
678,74,104,2,2023-07-12 10:23:36.036454,296.729166612599
679,73,231,7,2023-08-04 10:23:36.036454,473.392912649831
680,231,123,9,2024-04-09 10:23:36.036454,890.403785901503
681,109,302,8,2023-12-08 10:23:36.036454,958.00027449899
682,137,495,2,2024-01-27 10:23:36.036454,44.5084040004236
683,225,399,9,2023-10-08 10:23:36.036454,119.667526167373
684,35,487,4,2024-05-01 10:23:36.036454,351.001820527263
685,73,251,6,2024-01-17 10:23:36.036454,34.4694723458175
686,220,56,1,2023-08-15 10:23:36.036454,295.113745805371
687,265,303,3,2024-03-03 10:23:36.036454,172.050192484546
688,109,166,3,2023-06-15 10:23:36.036454,930.868629035872
689,106,461,8,2024-01-02 10:23:36.036454,429.262787674552
690,152,80,4,2024-05-08 10:23:36.036454,603.609680036046
691,275,232,9,2023-09-11 10:23:36.036454,923.248830536447
692,196,482,7,2024-01-28 10:23:36.036454,821.184143806243
693,182,4,6,2023-06-01 10:23:36.036454,323.582845687497
694,135,17,5,2024-01-30 10:23:36.036454,341.966196853409
695,126,339,3,2024-01-17 10:23:36.036454,849.866506246592
696,171,434,8,2024-01-27 10:23:36.036454,674.329636331052
697,249,498,3,2023-10-09 10:23:36.036454,706.70080177549
698,38,432,9,2023-06-25 10:23:36.036454,241.457343010881
699,162,36,1,2024-02-01 10:23:36.036454,498.470528581609
700,233,209,5,2024-03-08 10:23:36.036454,538.499572787931
701,123,131,7,2024-05-15 10:23:36.036454,312.857284803762
418,230,412,8,2023-09-21 10:23:36.036454,148.518440425729
419,11,306,4,2023-09-25 10:23:36.036454,24.7527273417493
420,295,376,5,2023-12-09 10:23:36.036454,799.733232633979
421,285,458,4,2024-03-13 10:23:36.036454,345.094602895469
422,180,323,8,2023-12-20 10:23:36.036454,132.802842536473
423,184,70,4,2024-05-21 10:23:36.036454,519.480228244136
424,25,94,4,2024-04-13 10:23:36.036454,836.493760904484
425,166,106,7,2024-01-14 10:23:36.036454,117.472456660258
426,284,218,1,2023-05-25 10:23:36.036454,456.447650053016
427,82,170,1,2023-08-11 10:23:36.036454,145.860871969988
428,13,328,8,2023-06-14 10:23:36.036454,861.185373276177
429,11,213,1,2023-12-14 10:23:36.036454,240.400315172504
430,153,143,5,2024-02-05 10:23:36.036454,146.698948373331
431,196,194,9,2023-07-13 10:23:36.036454,740.376553876599
432,130,411,4,2023-07-22 10:23:36.036454,158.805370480827
433,92,18,2,2024-04-17 10:23:36.036454,873.251145251198
434,255,480,8,2024-04-21 10:23:36.036454,726.074141394578
435,292,211,4,2023-10-24 10:23:36.036454,562.059092990975
436,7,82,8,2024-03-11 10:23:36.036454,456.45545998243
437,17,342,4,2024-03-09 10:23:36.036454,691.924205963291
438,233,418,2,2023-09-18 10:23:36.036454,29.400876572081
439,244,233,2,2024-02-29 10:23:36.036454,51.1283351299867
440,161,42,7,2024-01-18 10:23:36.036454,588.081680337827
441,259,344,8,2023-11-03 10:23:36.036454,518.442119418136
442,205,51,8,2024-03-01 10:23:36.036454,646.511440060294
443,222,432,6,2023-06-26 10:23:36.036454,935.381474895164
444,166,402,9,2023-10-20 10:23:36.036454,750.586577429086
445,16,7,3,2023-11-03 10:23:36.036454,714.120939226703
446,230,160,9,2023-07-24 10:23:36.036454,481.857255014204
447,209,288,8,2024-02-12 10:23:36.036454,572.737761619267
448,129,192,9,2024-01-15 10:23:36.036454,228.452535614657
449,129,228,5,2023-11-24 10:23:36.036454,664.52398668312
450,42,244,7,2024-04-15 10:23:36.036454,338.085148468632
451,132,480,6,2024-01-27 10:23:36.036454,18.7937536252687
452,270,201,4,2024-01-01 10:23:36.036454,161.870699053146
453,295,386,5,2024-03-11 10:23:36.036454,616.584172446319
454,111,152,2,2023-10-29 10:23:36.036454,634.608725697142
455,59,130,6,2024-03-19 10:23:36.036454,907.067929160929
456,131,318,7,2023-07-27 10:23:36.036454,53.8930153841611
457,18,302,9,2023-06-12 10:23:36.036454,561.951337037835
458,70,402,8,2024-03-05 10:23:36.036454,117.946394151935
459,177,226,6,2024-02-06 10:23:36.036454,193.24716498442
460,69,187,1,2023-10-07 10:23:36.036454,321.94483300088
461,225,237,7,2024-03-10 10:23:36.036454,668.808480372862
462,267,168,6,2023-06-12 10:23:36.036454,542.428640559486
463,238,268,8,2024-01-01 10:23:36.036454,708.433694178448
464,171,183,8,2023-12-06 10:23:36.036454,22.333688386631
465,298,393,3,2024-05-16 10:23:36.036454,358.251744511497
466,5,491,7,2023-06-30 10:23:36.036454,724.622097848932
467,216,266,8,2024-03-22 10:23:36.036454,82.9362594228704
468,244,192,5,2023-08-29 10:23:36.036454,853.868286983416
469,23,338,5,2023-12-14 10:23:36.036454,490.815326741292
470,39,76,2,2023-08-27 10:23:36.036454,320.868391991566
471,55,169,3,2024-03-30 10:23:36.036454,222.415407499069
472,14,468,7,2023-07-05 10:23:36.036454,45.0772133012916
473,105,296,7,2023-07-20 10:23:36.036454,435.939480658603
474,197,99,3,2023-09-23 10:23:36.036454,755.816201665322
475,74,407,5,2024-01-24 10:23:36.036454,908.478671357946
476,88,364,8,2023-06-18 10:23:36.036454,984.274774348879
477,182,228,6,2023-10-10 10:23:36.036454,318.674476131196
478,144,25,8,2023-12-21 10:23:36.036454,466.594244442936
479,37,141,2,2024-03-19 10:23:36.036454,685.228530416138
480,24,61,2,2023-08-18 10:23:36.036454,239.19622667404
481,76,245,6,2023-07-14 10:23:36.036454,331.966656052318
482,164,184,5,2023-10-02 10:23:36.036454,21.8211247672575
483,149,445,6,2024-03-04 10:23:36.036454,173.296906205022
484,221,344,4,2024-04-15 10:23:36.036454,167.92798294412
485,108,127,2,2023-11-29 10:23:36.036454,333.432136027914
486,275,169,9,2024-01-03 10:23:36.036454,719.145622317759
487,67,149,2,2024-05-01 10:23:36.036454,355.787185685934
488,214,410,1,2023-11-08 10:23:36.036454,699.979360839225
489,283,272,3,2024-01-12 10:23:36.036454,319.554332720527
490,235,90,8,2024-03-25 10:23:36.036454,622.068421258814
491,88,179,7,2023-07-06 10:23:36.036454,660.745642819594
492,197,9,4,2023-09-26 10:23:36.036454,53.2727900174409
493,159,163,4,2023-10-16 10:23:36.036454,140.643800373232
494,81,318,6,2023-07-27 10:23:36.036454,495.472869802679
495,210,298,5,2024-02-25 10:23:36.036454,222.483538377858
496,152,179,1,2023-05-24 10:23:36.036454,856.588770617155
497,17,19,1,2023-06-02 10:23:36.036454,817.896395794407
498,271,370,5,2023-09-15 10:23:36.036454,509.603488370832
499,212,125,9,2023-12-24 10:23:36.036454,356.203266100021
500,187,43,8,2024-01-27 10:23:36.036454,623.318219599528
501,84,48,5,2023-08-28 10:23:36.036454,220.492193993112
802,162,115,6,2023-08-04 10:23:36.036454,418.261720656958
803,240,102,1,2023-09-04 10:23:36.036454,111.673349009772
804,2,333,8,2023-10-26 10:23:36.036454,921.748608705217
805,250,200,3,2024-03-09 10:23:36.036454,962.944711439931
806,8,50,8,2023-08-19 10:23:36.036454,353.861276610179
807,61,165,9,2023-06-08 10:23:36.036454,825.011168744585
808,283,34,9,2023-07-26 10:23:36.036454,929.718450017263
809,172,277,5,2023-12-12 10:23:36.036454,527.401418278736
810,220,268,5,2024-05-18 10:23:36.036454,870.991772096598
811,157,371,5,2023-07-14 10:23:36.036454,906.452012961095
812,250,437,2,2024-04-24 10:23:36.036454,901.752977910511
813,89,486,2,2023-05-23 10:23:36.036454,447.392136950759
814,33,28,6,2023-11-20 10:23:36.036454,78.8417071226526
815,212,284,1,2023-07-26 10:23:36.036454,126.263600473448
816,254,124,5,2024-03-21 10:23:36.036454,523.933077659681
817,134,129,5,2024-04-15 10:23:36.036454,992.933033475272
818,130,370,5,2023-07-12 10:23:36.036454,75.1708727156063
819,79,345,6,2024-04-19 10:23:36.036454,397.486665699457
820,260,326,4,2023-08-24 10:23:36.036454,16.0972143455527
821,298,123,1,2023-10-23 10:23:36.036454,576.791501156591
822,220,345,1,2024-02-29 10:23:36.036454,878.165153016455
823,35,229,2,2024-02-12 10:23:36.036454,629.411935891314
824,107,21,7,2024-01-15 10:23:36.036454,720.2989812855
825,24,305,1,2023-07-19 10:23:36.036454,677.474700791754
826,238,276,9,2024-02-20 10:23:36.036454,482.888758553399
827,219,46,8,2024-02-19 10:23:36.036454,225.546249262132
828,99,96,4,2024-05-06 10:23:36.036454,751.707059030394
829,153,416,9,2023-06-24 10:23:36.036454,877.471967779594
830,83,32,1,2023-09-11 10:23:36.036454,609.687862552031
831,190,452,3,2024-03-21 10:23:36.036454,415.627105965663
832,154,262,4,2023-12-04 10:23:36.036454,109.282684600213
833,234,31,1,2024-04-06 10:23:36.036454,245.515568316644
834,213,114,5,2024-04-03 10:23:36.036454,545.522335116032
835,95,293,3,2023-10-28 10:23:36.036454,970.991752748349
836,278,291,4,2023-08-02 10:23:36.036454,673.895528013613
837,131,233,1,2023-05-29 10:23:36.036454,261.509582178036
838,280,269,1,2023-06-06 10:23:36.036454,691.480914105391
839,239,391,4,2023-11-05 10:23:36.036454,238.268296232251
840,96,160,1,2023-10-26 10:23:36.036454,231.508196870548
841,253,317,8,2023-11-08 10:23:36.036454,211.922608080883
842,199,99,1,2023-05-31 10:23:36.036454,800.255488235592
843,264,59,6,2023-09-22 10:23:36.036454,524.911994749998
844,11,42,3,2024-03-12 10:23:36.036454,536.717254292342
845,191,99,5,2023-11-28 10:23:36.036454,735.994968995864
846,3,272,5,2024-02-18 10:23:36.036454,803.210715867049
847,42,108,8,2024-04-02 10:23:36.036454,915.958790720067
848,113,244,4,2023-12-14 10:23:36.036454,325.171056578505
849,283,285,7,2023-11-22 10:23:36.036454,213.397893049096
850,203,291,8,2024-02-21 10:23:36.036454,809.35965901515
851,80,431,2,2023-05-25 10:23:36.036454,405.573074050845
852,46,56,2,2023-10-14 10:23:36.036454,372.054009093877
853,245,444,7,2024-01-13 10:23:36.036454,294.792682823205
854,221,389,4,2023-09-09 10:23:36.036454,955.452344210235
855,85,98,5,2024-04-05 10:23:36.036454,451.710805535079
856,60,403,3,2024-02-17 10:23:36.036454,453.077470085464
857,263,308,1,2024-01-09 10:23:36.036454,81.8531208288799
858,286,229,5,2023-10-29 10:23:36.036454,498.092817487967
859,258,1,7,2024-02-09 10:23:36.036454,393.398340709471
860,225,378,2,2024-01-26 10:23:36.036454,932.26309639357
861,1,301,9,2023-11-24 10:23:36.036454,343.945301411748
862,21,247,8,2023-06-25 10:23:36.036454,959.505663725062
863,168,89,6,2023-07-02 10:23:36.036454,545.088764748534
864,63,254,2,2024-04-10 10:23:36.036454,531.176461016047
865,54,258,8,2023-11-30 10:23:36.036454,545.290174766233
866,126,476,4,2023-10-03 10:23:36.036454,857.274627435306
867,79,150,2,2024-04-03 10:23:36.036454,261.107661740073
868,115,434,7,2023-08-27 10:23:36.036454,819.70494768043
869,176,125,7,2024-01-11 10:23:36.036454,91.1315028258456
870,192,138,5,2024-05-11 10:23:36.036454,175.534741737117
871,146,281,9,2023-07-16 10:23:36.036454,626.516842245829
872,198,155,8,2024-04-20 10:23:36.036454,923.807819475319
873,55,221,6,2023-08-10 10:23:36.036454,695.464639209967
874,91,489,5,2024-04-21 10:23:36.036454,921.696706823366
875,70,473,6,2023-06-07 10:23:36.036454,986.238715696261
876,88,244,8,2023-11-12 10:23:36.036454,436.870691863711
877,146,160,5,2024-04-03 10:23:36.036454,728.44197863171
878,240,488,4,2024-02-25 10:23:36.036454,592.774153975985
879,118,236,7,2024-05-21 10:23:36.036454,979.469953322201
880,108,82,1,2023-08-25 10:23:36.036454,941.394449124595
881,145,33,7,2024-05-15 10:23:36.036454,703.470118939383
882,29,217,2,2024-05-19 10:23:36.036454,619.564253377138
883,34,153,9,2023-12-06 10:23:36.036454,508.768888983348
884,265,463,7,2023-11-07 10:23:36.036454,693.750393089392
885,227,222,2,2023-12-17 10:23:36.036454,217.312616405205
886,87,319,9,2024-05-07 10:23:36.036454,969.229216206945
887,291,270,1,2023-08-05 10:23:36.036454,552.316762951025
888,98,92,2,2023-08-07 10:23:36.036454,350.196664249108
889,199,390,3,2023-11-12 10:23:36.036454,947.983260298582
890,35,382,4,2024-04-16 10:23:36.036454,398.850230089895
891,140,107,5,2024-02-23 10:23:36.036454,132.514257521443
892,96,251,3,2024-02-15 10:23:36.036454,370.159361626902
893,35,161,1,2023-07-01 10:23:36.036454,329.606710987005
894,210,266,6,2023-07-09 10:23:36.036454,752.626008415638
895,212,52,3,2023-09-09 10:23:36.036454,959.474575098009
896,233,151,5,2024-02-18 10:23:36.036454,230.363205043468
897,146,305,6,2023-08-21 10:23:36.036454,164.398899371434
898,242,286,5,2024-01-31 10:23:36.036454,610.849301315537
899,147,78,4,2023-11-27 10:23:36.036454,976.895760708945
900,124,79,5,2024-04-02 10:23:36.036454,24.2039156878669
901,71,384,5,2023-06-07 10:23:36.036454,737.655607087515
560,49,160,7,2023-11-19 10:23:36.036454,780.174762038728
561,115,111,2,2023-07-29 10:23:36.036454,482.931964639658
562,224,10,1,2023-06-12 10:23:36.036454,511.634967169723
563,278,163,6,2023-05-24 10:23:36.036454,225.215808505768
564,40,32,9,2023-07-17 10:23:36.036454,388.774841567352
565,5,144,2,2023-10-19 10:23:36.036454,191.057000452234
566,240,357,1,2023-11-02 10:23:36.036454,754.009092191044
567,286,414,6,2024-05-01 10:23:36.036454,450.239182241794
568,26,294,5,2023-11-26 10:23:36.036454,225.116839331471
569,75,318,8,2023-06-25 10:23:36.036454,644.041432316304
570,163,165,2,2023-10-09 10:23:36.036454,893.879350334027
571,102,195,1,2023-09-29 10:23:36.036454,886.858956296563
572,119,465,4,2023-08-02 10:23:36.036454,445.436036970096
573,185,7,3,2023-08-28 10:23:36.036454,221.467501338126
574,109,171,6,2024-05-02 10:23:36.036454,610.511554221364
575,198,174,2,2023-10-30 10:23:36.036454,937.41144403928
576,235,223,7,2023-07-05 10:23:36.036454,47.1860371121234
577,244,231,1,2023-10-13 10:23:36.036454,66.169471081242
578,183,372,3,2023-06-14 10:23:36.036454,671.471700245153
579,38,106,9,2024-05-08 10:23:36.036454,944.459030606619
580,171,349,7,2024-02-01 10:23:36.036454,156.891658873821
581,97,337,9,2023-08-05 10:23:36.036454,169.508580994063
582,80,128,4,2024-02-19 10:23:36.036454,670.695417429708
583,54,17,2,2024-05-09 10:23:36.036454,829.521853439566
584,139,427,5,2023-07-04 10:23:36.036454,304.539925644613
585,132,484,1,2023-12-05 10:23:36.036454,115.836761579875
586,140,316,3,2024-04-01 10:23:36.036454,562.758303115775
587,290,281,1,2023-12-24 10:23:36.036454,929.027934473439
588,145,173,3,2023-10-23 10:23:36.036454,536.308288510737
589,254,104,1,2024-05-07 10:23:36.036454,193.755074381386
590,66,493,7,2023-10-01 10:23:36.036454,742.667484049543
591,18,185,3,2024-01-13 10:23:36.036454,135.737755197096
592,282,146,9,2023-11-20 10:23:36.036454,519.826378733521
593,83,158,6,2023-06-07 10:23:36.036454,367.958170141012
594,184,338,5,2023-11-27 10:23:36.036454,523.662861847076
595,95,15,2,2023-11-23 10:23:36.036454,760.365747401504
596,20,313,6,2024-01-15 10:23:36.036454,126.22971209384
597,54,84,3,2024-01-01 10:23:36.036454,182.063109500634
598,230,176,8,2023-10-06 10:23:36.036454,512.26208670654
599,83,216,4,2024-04-27 10:23:36.036454,221.073920134506
