id,region,title,instance_id,status,severity,first_observed_at,last_observed_at,description,finding_type,inspector_score,cvss_score,vulnerability_id
arn:aws:inspector:eu-north-1:266480780430:finding/a5642f7a01b446268a7dde18a69e308f,eu-north-1,Finding 3 for i-fd8bcd7937d94b53,i-fd8bcd7937d94b53,RESOLVED,LOW,2025-05-08T20:55:00Z,2025-05-08T20:55:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/a5642f7a01b446268a7dde18a69e308f,PACKAGE_VULNERABILITY,96.17,1.3,CVE-2021-41150
arn:aws:inspector:eu-north-1:266480780430:finding/c402b9b8d82b4f29b3d86c7d6eb49c6a,eu-north-1,Finding 4 for i-fd8bcd7937d94b53,i-fd8bcd7937d94b53,ACTIVE,MEDIUM,2025-04-02T17:18:00Z,2025-04-02T17:18:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/c402b9b8d82b4f29b3d86c7d6eb49c6a,NETWORK_REACHABILITY,6.25,,
arn:aws:inspector:eu-north-1:266480780430:finding/11cbd14f56774ad19e096c543bb0fdd3,eu-north-1,Finding 5 for i-fd8bcd7937d94b53,i-fd8bcd7937d94b53,RESOLVED,MEDIUM,2025-03-07T18:39:00Z,2025-03-07T18:39:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/11cbd14f56774ad19e096c543bb0fdd3,NETWORK_REACHABILITY,48.0,,
arn:aws:inspector:eu-north-1:266480780430:finding/6240937849a148efaab84571d3903571,eu-north-1,Finding 6 for i-fd8bcd7937d94b53,i-fd8bcd7937d94b53,RESOLVED,CRITICAL,2025-03-11T17:32:00Z,2025-03-11T17:32:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/6240937849a148efaab84571d3903571,PACKAGE_VULNERABILITY,24.25,2.8,CVE-2021-0602
arn:aws:inspector:eu-north-1:266480780430:finding/0450f580db914e64a6c8dfb98c7cba66,eu-north-1,Finding 7 for i-fd8bcd7937d94b53,i-fd8bcd7937d94b53,ACTIVE,LOW,2025-05-05T18:44:00Z,2025-05-05T18:44:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/0450f580db914e64a6c8dfb98c7cba66,NETWORK_REACHABILITY,64.69,,
arn:aws:inspector:eu-north-1:266480780430:finding/4d4d1f86a9424727a7c6fe4974555d47,eu-north-1,Finding 8 for i-fd8bcd7937d94b53,i-fd8bcd7937d94b53,RESOLVED,LOW,2025-01-21T05:31:00Z,2025-01-21T05:31:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/4d4d1f86a9424727a7c6fe4974555d47,NETWORK_REACHABILITY,58.44,,
arn:aws:inspector:eu-north-1:266480780430:finding/f760abe30b6e42538c7749295f5536a7,eu-north-1,Finding 1 for i-8a4ab7ef35614e73,i-8a4ab7ef35614e73,RESOLVED,HIGH,2025-02-22T17:45:00Z,2025-02-22T17:45:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/f760abe30b6e42538c7749295f5536a7,NETWORK_REACHABILITY,19.46,,
arn:aws:inspector:eu-north-1:266480780430:finding/b5f2789b9bf8478a979774de6874eb8e,eu-north-1,Finding 2 for i-8a4ab7ef35614e73,i-8a4ab7ef35614e73,RESOLVED,MEDIUM,2025-01-06T14:20:00Z,2025-01-06T14:20:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/b5f2789b9bf8478a979774de6874eb8e,NETWORK_REACHABILITY,28.79,,
arn:aws:inspector:eu-north-1:266480780430:finding/5bba31a9910b4872ad58f53f9e61c2f4,eu-north-1,Finding 3 for i-8a4ab7ef35614e73,i-8a4ab7ef35614e73,RESOLVED,LOW,2025-01-17T22:19:00Z,2025-01-17T22:19:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/5bba31a9910b4872ad58f53f9e61c2f4,NETWORK_REACHABILITY,96.51,,
arn:aws:inspector:eu-north-1:266480780430:finding/131ee821f2ec47ad9e081c1b41076e5c,eu-north-1,Finding 4 for i-8a4ab7ef35614e73,i-8a4ab7ef35614e73,ACTIVE,MEDIUM,2025-04-08T14:32:00Z,2025-04-08T14:32:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/131ee821f2ec47ad9e081c1b41076e5c,PACKAGE_VULNERABILITY,5.79,1.9,CVE-2021-37099
arn:aws:inspector:eu-north-1:266480780430:finding/e069a2d705c4426b8162ac3e737c7f27,eu-north-1,Finding 5 for i-8a4ab7ef35614e73,i-8a4ab7ef35614e73,ACTIVE,HIGH,2025-06-17T23:20:00Z,2025-06-17T23:20:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/e069a2d705c4426b8162ac3e737c7f27,PACKAGE_VULNERABILITY,63.35,9.8,CVE-2021-34861
arn:aws:inspector:eu-north-1:266480780430:finding/d15c8308229e4dd7930b4213e0a6c98a,eu-north-1,Finding 6 for i-8a4ab7ef35614e73,i-8a4ab7ef35614e73,ACTIVE,MEDIUM,2025-05-19T01:50:00Z,2025-05-19T01:50:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/d15c8308229e4dd7930b4213e0a6c98a,NETWORK_REACHABILITY,22.13,,
arn:aws:inspector:eu-north-1:266480780430:finding/b5c957e40a924683927abc3ec1be404e,eu-north-1,Finding 7 for i-8a4ab7ef35614e73,i-8a4ab7ef35614e73,ACTIVE,MEDIUM,2025-06-10T13:25:00Z,2025-06-10T13:25:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/b5c957e40a924683927abc3ec1be404e,NETWORK_REACHABILITY,38.74,,
arn:aws:inspector:eu-north-1:266480780430:finding/12eb802aa42742318c5027181112d0d8,eu-north-1,Finding 8 for i-8a4ab7ef35614e73,i-8a4ab7ef35614e73,ACTIVE,LOW,2025-01-04T06:11:00Z,2025-01-04T06:11:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/12eb802aa42742318c5027181112d0d8,PACKAGE_VULNERABILITY,65.72,7.1,CVE-2021-33532
arn:aws:inspector:eu-north-1:266480780430:finding/9472b622d9ef44edae4db903d8111f1b,eu-north-1,Finding 9 for i-8a4ab7ef35614e73,i-8a4ab7ef35614e73,ACTIVE,MEDIUM,2025-06-09T05:54:00Z,2025-06-09T05:54:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/9472b622d9ef44edae4db903d8111f1b,NETWORK_REACHABILITY,33.29,,
arn:aws:inspector:eu-north-1:266480780430:finding/46187097e84e4080ade1c65957bb73c8,eu-north-1,Finding 10 for i-8a4ab7ef35614e73,i-8a4ab7ef35614e73,RESOLVED,CRITICAL,2025-03-05T08:32:00Z,2025-03-05T08:32:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/46187097e84e4080ade1c65957bb73c8,NETWORK_REACHABILITY,63.98,,
arn:aws:inspector:eu-north-1:266480780430:finding/0685340029d04bd6a28adbf61298a21f,eu-north-1,Finding 1 for i-7d0c26cb264b40bd,i-7d0c26cb264b40bd,ACTIVE,MEDIUM,2025-04-25T06:05:00Z,2025-04-25T06:05:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/0685340029d04bd6a28adbf61298a21f,NETWORK_REACHABILITY,69.38,,
arn:aws:inspector:eu-north-1:266480780430:finding/cbe4e52155a245d4aecb2ad77cc23f30,eu-north-1,Finding 2 for i-7d0c26cb264b40bd,i-7d0c26cb264b40bd,ACTIVE,HIGH,2025-06-07T17:39:00Z,2025-06-07T17:39:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/cbe4e52155a245d4aecb2ad77cc23f30,PACKAGE_VULNERABILITY,63.15,4.0,CVE-2021-36325
arn:aws:inspector:eu-north-1:266480780430:finding/d30055a7e95c4d8492a13685c59541c0,eu-north-1,Finding 3 for i-7d0c26cb264b40bd,i-7d0c26cb264b40bd,RESOLVED,CRITICAL,2025-02-05T22:45:00Z,2025-02-05T22:45:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/d30055a7e95c4d8492a13685c59541c0,NETWORK_REACHABILITY,42.12,,
arn:aws:inspector:eu-north-1:266480780430:finding/93df3fc26c4346339221e144ad62698c,eu-north-1,Finding 4 for i-7d0c26cb264b40bd,i-7d0c26cb264b40bd,RESOLVED,LOW,2025-04-25T02:56:00Z,2025-04-25T02:56:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/93df3fc26c4346339221e144ad62698c,PACKAGE_VULNERABILITY,50.95,2.4,CVE-2021-42133
arn:aws:inspector:eu-north-1:266480780430:finding/ed4e85d118cf49649fb7c676c2eb4c3a,eu-north-1,Finding 5 for i-7d0c26cb264b40bd,i-7d0c26cb264b40bd,ACTIVE,MEDIUM,2025-03-16T16:11:00Z,2025-03-16T16:11:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/ed4e85d118cf49649fb7c676c2eb4c3a,PACKAGE_VULNERABILITY,81.58,5.7,CVE-2021-21834
arn:aws:inspector:eu-north-1:266480780430:finding/e689d447e1e74f87a193c95e49f3245a,eu-north-1,Finding 6 for i-7d0c26cb264b40bd,i-7d0c26cb264b40bd,RESOLVED,CRITICAL,2025-05-19T13:07:00Z,2025-05-19T13:07:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/e689d447e1e74f87a193c95e49f3245a,NETWORK_REACHABILITY,24.91,,
arn:aws:inspector:eu-north-1:266480780430:finding/bcebdc70f7c1459aa8de050c4cec73ac,eu-north-1,Finding 7 for i-7d0c26cb264b40bd,i-7d0c26cb264b40bd,ACTIVE,LOW,2025-03-09T15:59:00Z,2025-03-09T15:59:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/bcebdc70f7c1459aa8de050c4cec73ac,PACKAGE_VULNERABILITY,91.9,10.0,CVE-2021-42185
arn:aws:inspector:eu-north-1:266480780430:finding/3d48d410b11448a98c5ff3f2627a22bf,eu-north-1,Finding 8 for i-7d0c26cb264b40bd,i-7d0c26cb264b40bd,RESOLVED,LOW,2025-04-09T08:59:00Z,2025-04-09T08:59:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/3d48d410b11448a98c5ff3f2627a22bf,NETWORK_REACHABILITY,35.52,,
arn:aws:inspector:eu-north-1:266480780430:finding/f593bdbd667c469d91fd2e2f2b03f0e5,eu-north-1,Finding 9 for i-7d0c26cb264b40bd,i-7d0c26cb264b40bd,ACTIVE,CRITICAL,2025-06-08T03:51:00Z,2025-06-08T03:51:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/f593bdbd667c469d91fd2e2f2b03f0e5,PACKAGE_VULNERABILITY,79.4,0.6,CVE-2021-40390
arn:aws:inspector:eu-north-1:266480780430:finding/e506dc01d24b4fa294e8e797474ac2f0,eu-north-1,Finding 1 for i-ec4a935751274bec,i-ec4a935751274bec,RESOLVED,HIGH,2025-06-08T01:26:00Z,2025-06-08T01:26:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/e506dc01d24b4fa294e8e797474ac2f0,NETWORK_REACHABILITY,41.16,,
arn:aws:inspector:eu-north-1:266480780430:finding/64bd2d55f03c467d8e07d420433afb7b,eu-north-1,Finding 2 for i-ec4a935751274bec,i-ec4a935751274bec,ACTIVE,CRITICAL,2025-04-14T06:20:00Z,2025-04-14T06:20:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/64bd2d55f03c467d8e07d420433afb7b,PACKAGE_VULNERABILITY,25.22,4.7,CVE-2021-44379
arn:aws:inspector:eu-north-1:266480780430:finding/0ed7338736554d0d8efd052f9e860045,eu-north-1,Finding 3 for i-ec4a935751274bec,i-ec4a935751274bec,ACTIVE,LOW,2025-04-28T01:07:00Z,2025-04-28T01:07:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/0ed7338736554d0d8efd052f9e860045,PACKAGE_VULNERABILITY,25.76,7.9,CVE-2021-44350
arn:aws:inspector:eu-north-1:266480780430:finding/9afcb892ce5e46d9b972995e77626677,eu-north-1,Finding 4 for i-ec4a935751274bec,i-ec4a935751274bec,RESOLVED,CRITICAL,2025-04-15T21:39:00Z,2025-04-15T21:39:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/9afcb892ce5e46d9b972995e77626677,PACKAGE_VULNERABILITY,16.09,6.8,CVE-2021-45707
arn:aws:inspector:eu-north-1:266480780430:finding/7af326f0f1fc480db3ee7a284bbbf40a,eu-north-1,Finding 5 for i-ec4a935751274bec,i-ec4a935751274bec,ACTIVE,MEDIUM,2025-02-08T15:23:00Z,2025-02-08T15:23:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/7af326f0f1fc480db3ee7a284bbbf40a,PACKAGE_VULNERABILITY,50.57,5.5,CVE-2021-25979
arn:aws:inspector:eu-north-1:266480780430:finding/b18d7d27dc074d25a73c2e5143e58ccb,eu-north-1,Finding 6 for i-ec4a935751274bec,i-ec4a935751274bec,RESOLVED,MEDIUM,2025-04-27T01:26:00Z,2025-04-27T01:26:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/b18d7d27dc074d25a73c2e5143e58ccb,NETWORK_REACHABILITY,4.63,,
arn:aws:inspector:eu-north-1:266480780430:finding/86e8fc5ae0f94ac7b8983d4dcf854601,eu-north-1,Finding 7 for i-ec4a935751274bec,i-ec4a935751274bec,RESOLVED,HIGH,2025-01-12T07:09:00Z,2025-01-12T07:09:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/86e8fc5ae0f94ac7b8983d4dcf854601,PACKAGE_VULNERABILITY,49.45,3.5,CVE-2021-37998
arn:aws:inspector:eu-north-1:266480780430:finding/d38b521a035c41a5ad575a075fd1845f,eu-north-1,Finding 8 for i-ec4a935751274bec,i-ec4a935751274bec,ACTIVE,CRITICAL,2025-04-23T15:47:00Z,2025-04-23T15:47:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/d38b521a035c41a5ad575a075fd1845f,NETWORK_REACHABILITY,66.22,,
arn:aws:inspector:eu-north-1:266480780430:finding/a6dd8e3e696944c7b8e93099e0c287d2,eu-north-1,Finding 1 for i-0f05673054a24b7e,i-0f05673054a24b7e,RESOLVED,CRITICAL,2025-01-19T20:36:00Z,2025-01-19T20:36:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/a6dd8e3e696944c7b8e93099e0c287d2,NETWORK_REACHABILITY,50.68,,
arn:aws:inspector:eu-north-1:266480780430:finding/6faa45dfa74741a696c88855126d1761,eu-north-1,Finding 2 for i-0f05673054a24b7e,i-0f05673054a24b7e,ACTIVE,CRITICAL,2025-03-27T21:48:00Z,2025-03-27T21:48:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/6faa45dfa74741a696c88855126d1761,PACKAGE_VULNERABILITY,81.99,7.2,CVE-2021-47123
arn:aws:inspector:eu-north-1:266480780430:finding/b8a1def1974a4021b3ffd92f3da8eae5,eu-north-1,Finding 3 for i-0f05673054a24b7e,i-0f05673054a24b7e,RESOLVED,HIGH,2025-06-15T01:47:00Z,2025-06-15T01:47:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/b8a1def1974a4021b3ffd92f3da8eae5,PACKAGE_VULNERABILITY,76.05,4.2,CVE-2021-23165
arn:aws:inspector:eu-north-1:266480780430:finding/6f1999a768c741918dadd78788fa9095,eu-north-1,Finding 4 for i-0f05673054a24b7e,i-0f05673054a24b7e,ACTIVE,CRITICAL,2025-06-04T06:07:00Z,2025-06-04T06:07:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/6f1999a768c741918dadd78788fa9095,PACKAGE_VULNERABILITY,76.4,4.2,CVE-2021-36471
arn:aws:inspector:eu-north-1:266480780430:finding/946ddbdb2b884bc59eb289d2f7408a4c,eu-north-1,Finding 5 for i-0f05673054a24b7e,i-0f05673054a24b7e,RESOLVED,LOW,2025-01-20T20:31:00Z,2025-01-20T20:31:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/946ddbdb2b884bc59eb289d2f7408a4c,PACKAGE_VULNERABILITY,13.3,1.4,CVE-2021-35066
arn:aws:inspector:eu-north-1:266480780430:finding/cdd56ce32b5e43b7a18f2e3f7057fe44,eu-north-1,Finding 6 for i-0f05673054a24b7e,i-0f05673054a24b7e,RESOLVED,HIGH,2025-02-28T05:23:00Z,2025-02-28T05:23:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/cdd56ce32b5e43b7a18f2e3f7057fe44,PACKAGE_VULNERABILITY,80.5,2.5,CVE-2021-36799
arn:aws:inspector:eu-north-1:266480780430:finding/a9a4942fe3074b63b21bcfa7b0e7c2bd,eu-north-1,Finding 7 for i-0f05673054a24b7e,i-0f05673054a24b7e,RESOLVED,LOW,2025-06-06T01:27:00Z,2025-06-06T01:27:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/a9a4942fe3074b63b21bcfa7b0e7c2bd,NETWORK_REACHABILITY,40.38,,
arn:aws:inspector:eu-north-1:266480780430:finding/509d14580ff84df6a3eecd4669ab2340,eu-north-1,Finding 8 for i-0f05673054a24b7e,i-0f05673054a24b7e,RESOLVED,CRITICAL,2025-04-06T21:59:00Z,2025-04-06T21:59:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/509d14580ff84df6a3eecd4669ab2340,PACKAGE_VULNERABILITY,92.98,8.5,CVE-2021-32992
arn:aws:inspector:eu-north-1:266480780430:finding/a06bc3c1522b413cb9a178699beb6f10,eu-north-1,Finding 9 for i-0f05673054a24b7e,i-0f05673054a24b7e,RESOLVED,MEDIUM,2025-04-24T20:43:00Z,2025-04-24T20:43:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/a06bc3c1522b413cb9a178699beb6f10,NETWORK_REACHABILITY,93.58,,
arn:aws:inspector:eu-north-1:266480780430:finding/1e0179e75f37412da611488744ffa189,eu-north-1,Finding 10 for i-0f05673054a24b7e,i-0f05673054a24b7e,RESOLVED,CRITICAL,2025-04-04T11:36:00Z,2025-04-04T11:36:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/1e0179e75f37412da611488744ffa189,NETWORK_REACHABILITY,94.0,,
arn:aws:inspector:eu-north-1:266480780430:finding/f06359d2d51f4760afebe6c63f1f4f9b,eu-north-1,Finding 1 for i-00d3655e6d2b4fee,i-00d3655e6d2b4fee,RESOLVED,CRITICAL,2025-02-03T03:46:00Z,2025-02-03T03:46:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/f06359d2d51f4760afebe6c63f1f4f9b,PACKAGE_VULNERABILITY,48.77,7.2,CVE-2021-31166
arn:aws:inspector:eu-north-1:266480780430:finding/11259d004e06430da42f6c0c4eddb4eb,eu-north-1,Finding 2 for i-00d3655e6d2b4fee,i-00d3655e6d2b4fee,RESOLVED,HIGH,2025-06-08T22:43:00Z,2025-06-08T22:43:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/11259d004e06430da42f6c0c4eddb4eb,NETWORK_REACHABILITY,35.65,,
arn:aws:inspector:eu-north-1:266480780430:finding/7d70a0d7f609470482f6e5ddc2ceb908,eu-north-1,Finding 3 for i-00d3655e6d2b4fee,i-00d3655e6d2b4fee,ACTIVE,CRITICAL,2025-06-03T10:19:00Z,2025-06-03T10:19:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/7d70a0d7f609470482f6e5ddc2ceb908,NETWORK_REACHABILITY,18.57,,
arn:aws:inspector:eu-north-1:266480780430:finding/6c284d80ff394523be68f3aa82de0b69,eu-north-1,Finding 4 for i-00d3655e6d2b4fee,i-00d3655e6d2b4fee,RESOLVED,HIGH,2025-01-01T21:03:00Z,2025-01-01T21:03:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/6c284d80ff394523be68f3aa82de0b69,NETWORK_REACHABILITY,40.03,,
arn:aws:inspector:eu-north-1:266480780430:finding/6a4ef764a49a449aa183ad9746e2fb78,eu-north-1,Finding 5 for i-00d3655e6d2b4fee,i-00d3655e6d2b4fee,ACTIVE,LOW,2025-05-17T20:50:00Z,2025-05-17T20:50:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/6a4ef764a49a449aa183ad9746e2fb78,PACKAGE_VULNERABILITY,16.39,6.0,CVE-2021-29481
arn:aws:inspector:eu-north-1:266480780430:finding/3fb4d2ef975341c09bd8fdceadefb5af,eu-north-1,Finding 6 for i-00d3655e6d2b4fee,i-00d3655e6d2b4fee,ACTIVE,HIGH,2025-04-18T13:13:00Z,2025-04-18T13:13:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/3fb4d2ef975341c09bd8fdceadefb5af,NETWORK_REACHABILITY,81.24,,
arn:aws:inspector:eu-north-1:266480780430:finding/4abf4db6010345d7beabff301ac56db3,eu-north-1,Finding 7 for i-00d3655e6d2b4fee,i-00d3655e6d2b4fee,ACTIVE,MEDIUM,2025-01-16T03:32:00Z,2025-01-16T03:32:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/4abf4db6010345d7beabff301ac56db3,PACKAGE_VULNERABILITY,21.96,2.9,CVE-2021-3342
arn:aws:inspector:eu-north-1:266480780430:finding/c6d644b8f8a64f44b8aaac0f176440d3,eu-north-1,Finding 8 for i-00d3655e6d2b4fee,i-00d3655e6d2b4fee,RESOLVED,MEDIUM,2025-05-24T13:30:00Z,2025-05-24T13:30:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/c6d644b8f8a64f44b8aaac0f176440d3,NETWORK_REACHABILITY,42.06,,
arn:aws:inspector:eu-north-1:266480780430:finding/5f84869e2fa445d2865268330888f29b,eu-north-1,Finding 9 for i-00d3655e6d2b4fee,i-00d3655e6d2b4fee,RESOLVED,CRITICAL,2025-04-09T22:01:00Z,2025-04-09T22:01:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/5f84869e2fa445d2865268330888f29b,NETWORK_REACHABILITY,12.3,,
arn:aws:inspector:eu-north-1:266480780430:finding/e676217dc9d9404fbdb426cc6eb77164,eu-north-1,Finding 10 for i-00d3655e6d2b4fee,i-00d3655e6d2b4fee,RESOLVED,MEDIUM,2025-02-18T15:30:00Z,2025-02-18T15:30:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/e676217dc9d9404fbdb426cc6eb77164,PACKAGE_VULNERABILITY,97.96,3.6,CVE-2021-44399
arn:aws:inspector:eu-north-1:266480780430:finding/318ecfda85aa4a86b1342a20955e8fb0,eu-north-1,Finding 1 for i-7180165ccf3546a8,i-7180165ccf3546a8,ACTIVE,LOW,2025-04-01T21:27:00Z,2025-04-01T21:27:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/318ecfda85aa4a86b1342a20955e8fb0,NETWORK_REACHABILITY,38.1,,
arn:aws:inspector:eu-north-1:266480780430:finding/78f1a958e7554269a79c58acc87edd40,eu-north-1,Finding 2 for i-7180165ccf3546a8,i-7180165ccf3546a8,ACTIVE,CRITICAL,2025-03-08T06:06:00Z,2025-03-08T06:06:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/78f1a958e7554269a79c58acc87edd40,NETWORK_REACHABILITY,83.88,,
arn:aws:inspector:eu-north-1:266480780430:finding/72b386dff1884806884695378c02b080,eu-north-1,Finding 3 for i-7180165ccf3546a8,i-7180165ccf3546a8,RESOLVED,MEDIUM,2025-02-23T11:28:00Z,2025-02-23T11:28:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/72b386dff1884806884695378c02b080,NETWORK_REACHABILITY,30.52,,
arn:aws:inspector:eu-north-1:266480780430:finding/969a77d32f48463099281b2f532a859d,eu-north-1,Finding 1 for i-ec057d3b44b84925,i-ec057d3b44b84925,ACTIVE,HIGH,2025-03-23T11:52:00Z,2025-03-23T11:52:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/969a77d32f48463099281b2f532a859d,PACKAGE_VULNERABILITY,78.91,8.6,CVE-2021-41644
arn:aws:inspector:eu-north-1:266480780430:finding/7a0e3ffd0a23480782a2f0d74489142d,eu-north-1,Finding 1 for i-e19c0532d1bd45c8,i-e19c0532d1bd45c8,RESOLVED,HIGH,2025-03-16T02:24:00Z,2025-03-16T02:24:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/7a0e3ffd0a23480782a2f0d74489142d,PACKAGE_VULNERABILITY,44.34,8.2,CVE-2021-26588
arn:aws:inspector:eu-north-1:266480780430:finding/c6c4b0dd3f034aacbf4b0c4fbac2acb1,eu-north-1,Finding 2 for i-e19c0532d1bd45c8,i-e19c0532d1bd45c8,ACTIVE,CRITICAL,2025-01-16T15:44:00Z,2025-01-16T15:44:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/c6c4b0dd3f034aacbf4b0c4fbac2acb1,NETWORK_REACHABILITY,87.36,,
arn:aws:inspector:eu-north-1:266480780430:finding/cac292447dae4b1bba01cf9921345bf1,eu-north-1,Finding 3 for i-e19c0532d1bd45c8,i-e19c0532d1bd45c8,RESOLVED,LOW,2025-03-01T22:51:00Z,2025-03-01T22:51:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/cac292447dae4b1bba01cf9921345bf1,PACKAGE_VULNERABILITY,32.73,9.5,CVE-2021-20721
arn:aws:inspector:eu-north-1:266480780430:finding/4f8020d5b19b408fa8e3fa6da4c78c5b,eu-north-1,Finding 4 for i-e19c0532d1bd45c8,i-e19c0532d1bd45c8,ACTIVE,LOW,2025-01-25T22:04:00Z,2025-01-25T22:04:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/4f8020d5b19b408fa8e3fa6da4c78c5b,NETWORK_REACHABILITY,8.33,,
arn:aws:inspector:eu-north-1:266480780430:finding/7bbf0fcca899467b9cd8b6c9a0e3693f,eu-north-1,Finding 5 for i-e19c0532d1bd45c8,i-e19c0532d1bd45c8,ACTIVE,MEDIUM,2025-01-05T23:24:00Z,2025-01-05T23:24:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/7bbf0fcca899467b9cd8b6c9a0e3693f,NETWORK_REACHABILITY,25.25,,
arn:aws:inspector:eu-north-1:266480780430:finding/a486ed378a62477fb19d688395629de8,eu-north-1,Finding 6 for i-e19c0532d1bd45c8,i-e19c0532d1bd45c8,ACTIVE,CRITICAL,2025-04-10T16:32:00Z,2025-04-10T16:32:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/a486ed378a62477fb19d688395629de8,NETWORK_REACHABILITY,14.07,,
arn:aws:inspector:eu-north-1:266480780430:finding/b28bd94e0df949209e22c81a9a267764,eu-north-1,Finding 1 for i-80ca1e623d1f4999,i-80ca1e623d1f4999,ACTIVE,MEDIUM,2025-03-12T19:23:00Z,2025-03-12T19:23:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/b28bd94e0df949209e22c81a9a267764,PACKAGE_VULNERABILITY,33.35,5.9,CVE-2021-35495
arn:aws:inspector:eu-north-1:266480780430:finding/57bc25b8ad05478eb21c68d4a68938db,eu-north-1,Finding 2 for i-80ca1e623d1f4999,i-80ca1e623d1f4999,ACTIVE,LOW,2025-04-11T21:48:00Z,2025-04-11T21:48:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/57bc25b8ad05478eb21c68d4a68938db,PACKAGE_VULNERABILITY,83.69,4.6,CVE-2021-46250
arn:aws:inspector:eu-north-1:266480780430:finding/67386862768b4e53ae6eb2f41a2031f3,eu-north-1,Finding 3 for i-80ca1e623d1f4999,i-80ca1e623d1f4999,ACTIVE,CRITICAL,2025-04-25T08:27:00Z,2025-04-25T08:27:00Z,Description for arn:aws:inspector:eu-north-1:266480780430:finding/67386862768b4e53ae6eb2f41a2031f3,NETWORK_REACHABILITY,63.12,,
