id,from_interface_id,to_external_ip,srcport,dstport,protocol,packets,bytes,windowstart,windowend,action,flowlogstatus,flow_direction,region,account_id,tcp_flags,traffic_path
flow-ext-4a9eed8305224da3,eni-289444ddc5054fe1,105.74.48.131,0,0,1,637,14957,1706015981,1706016279,ACCEPT,SKIPDATA,egress,eu-north-1,950114766027,0,5
flow-ext-d52f032d51b540ac,eni-bfb3ba051ec54100,69.109.12.151,60477,443,17,730,29555,1708254682,1708257726,ACCEPT,SKIPDATA,egress,ap-southeast-1,390500169380,0,3
flow-ext-7d41dcb99b6649c6,eni-365950e8b0d04cf9,168.244.222.164,43601,22,17,125,5551,1706050430,1706052001,REJECT,OK,egress,eu-north-1,604969292414,0,2
flow-ext-7ff56af25b0b44a0,eni-a944cc1248b8477c,182.119.25.228,39822,993,6,499,25532,1707206648,1707209805,ACCEPT,OK,ingress,us-west-2,150978562255,17,3
flow-ext-dd710eeb11504939,eni-40a2fe2c62284761,211.220.23.121,59122,143,17,675,40074,1706573479,1706576662,REJECT,SKIPDATA,egress,eu-north-1,530781526007,0,1
flow-ext-1d6e378376354a4c,eni-edda762b5d744d76,139.31.77.106,0,0,1,443,35803,1705883777,1705885514,ACCEPT,NODATA,egress,us-east-1,730711119530,0,2
flow-ext-03076537b0ac4340,eni-d7e7edcec44b4888,105.74.48.131,45699,993,6,262,14837,1707162972,1707163183,REJECT,OK,egress,us-east-1,179475670003,106,7
flow-ext-8a19e2fde3554d2e,eni-bcd4f302fcc14274,105.74.48.131,41655,25,17,692,48666,1708424363,1708427795,ACCEPT,NODATA,ingress,ap-southeast-1,263037661074,0,7
flow-ext-601f00a2ce6445c4,eni-b3965f8801f24676,176.202.164.170,0,0,1,680,30955,1707167932,1707168455,ACCEPT,NODATA,egress,eu-north-1,821723670020,0,5
flow-ext-1e4e657757674554,eni-befb407f96cd4cfc,39.248.47.202,36600,25,17,470,45918,1706858027,1706858184,REJECT,OK,ingress,ap-southeast-1,613151005816,0,6
flow-ext-d1a6bf4d10644956,eni-6773ae87bb96413c,146.230.181.204,42048,22,6,855,23189,1707696356,1707696842,REJECT,OK,ingress,eu-north-1,995208318831,114,4
flow-ext-9e6ec01c3de14b09,eni-52a4aa23f6be4c29,209.190.157.224,58926,53,6,122,6634,1705685270,1705688253,ACCEPT,OK,egress,us-east-1,281251348574,199,1
flow-ext-4fcddfb6d4a649c8,eni-3a1c0738cc8345e7,72.57.1.153,61770,143,17,168,4069,1704734638,1704735313,ACCEPT,NODATA,ingress,eu-north-1,987698080884,0,8
flow-ext-0738c8d018134649,eni-1d768a12bfa14ac7,117.228.159.3,0,0,1,264,55340,1704613242,1704614554,ACCEPT,OK,egress,us-west-2,593599278588,0,7
flow-ext-d53c639bf3694bac,eni-6f61aa01e2194df5,209.190.157.224,33293,22,17,803,30597,1704506343,1704507243,REJECT,NODATA,ingress,ap-southeast-1,934265983465,0,2
flow-ext-94066927b6e54358,eni-56ce530898fb45a3,211.119.250.138,53285,443,6,379,36618,1704260958,1704263973,ACCEPT,SKIPDATA,egress,ap-southeast-1,653148625962,71,4
flow-ext-e3f03facf0764eec,eni-ba3808944b604978,176.202.164.170,34982,993,17,233,1371,1708658966,1708659583,ACCEPT,OK,ingress,eu-north-1,430875867793,0,5
flow-ext-28abba32ded1481e,eni-e30a0b64d77f4873,26.38.96.235,34326,23,6,342,59130,1707220413,1707222897,ACCEPT,OK,egress,ap-southeast-1,902640180153,202,6
flow-ext-973212098fa34d25,eni-d399e70c7b7e4dc0,16.53.67.232,0,0,1,204,30555,1707116324,1707117925,ACCEPT,SKIPDATA,ingress,eu-north-1,661013603914,0,5
flow-ext-0c770422360748cf,eni-9f3bab6a08f74a30,159.8.89.234,36127,53,17,408,34136,1704331644,1704332147,REJECT,SKIPDATA,egress,eu-north-1,275356856968,0,4
flow-ext-a21290bbd7c749c4,eni-c95049ad8f2140b4,205.126.154.106,45971,25,17,536,35094,1706163907,1706167435,ACCEPT,NODATA,ingress,us-east-1,930836714375,0,2
flow-ext-6ebfa47801f0448d,eni-8022195ffa8947da,146.230.181.204,0,0,1,749,55430,1704402976,1704405276,ACCEPT,NODATA,ingress,eu-north-1,458513816357,0,3
flow-ext-b618956aa5fb4d70,eni-eeeb671f5d5f4cc9,74.45.129.253,33751,110,6,474,28827,1704871223,1704872884,REJECT,OK,egress,us-east-1,863947533764,56,3
flow-ext-b0d223cbaaea4c7a,eni-73c88537567d4b53,61.89.243.108,64588,443,6,169,35725,1705986687,1705989818,REJECT,SKIPDATA,ingress,us-west-2,584189507082,63,1
flow-ext-2ca25a5b211a4c26,eni-0d85384ca2c04fa5,53.204.240.75,36449,5432,17,228,27427,1705054020,1705055204,ACCEPT,OK,ingress,us-east-1,543678710581,0,4
flow-ext-05c68a3dd8994e28,eni-8b5f93b9d3d5412f,19.108.139.17,35430,3389,6,645,32019,1704143083,1704143283,ACCEPT,SKIPDATA,egress,us-east-1,491920961390,53,3
flow-ext-83ed4b7141f84bb1,eni-22099e75f5e244d9,23.91.251.6,0,0,1,460,13827,1704456509,1704458514,ACCEPT,SKIPDATA,egress,eu-north-1,364235505334,0,2
flow-ext-3cfbbb8a1e8b45d0,eni-8e4b7d6642454f57,94.79.29.223,39272,53,17,633,16642,1706178996,1706180756,ACCEPT,NODATA,ingress,us-east-1,176946956177,0,6
flow-ext-4d6004dbfdad4ac3,eni-43899354b150494b,213.243.190.63,37440,443,17,743,63930,1706141417,1706142726,ACCEPT,NODATA,egress,eu-north-1,906753655252,0,2
flow-ext-32609b4707d746e1,eni-6a4daff87b4a48de,102.69.172.213,58556,22,17,324,3833,1704256517,1704256751,REJECT,OK,ingress,us-west-2,484280554414,0,2
flow-ext-79d073fed917400e,eni-f088c148713d4346,169.131.132.129,60855,80,17,452,16802,1706756181,1706758693,REJECT,NODATA,ingress,us-east-1,158739275284,0,4
flow-ext-9a2649464b4a4cfb,eni-7ed414d726264df6,218.186.239.93,0,0,1,758,16841,1706688319,1706690537,ACCEPT,SKIPDATA,ingress,us-east-1,810439481719,0,3
flow-ext-5183244446a24fa5,eni-befb407f96cd4cfc,196.31.254.28,39937,3389,6,130,57248,1708149820,1708150675,ACCEPT,OK,egress,eu-north-1,150414711952,222,6
flow-ext-760e897d638e4804,eni-e09a194bc7514008,28.203.104.142,53315,143,6,918,64907,1706210012,1706210251,ACCEPT,NODATA,egress,ap-southeast-1,556369041344,188,4
flow-ext-b4cdf3bf293c4e52,eni-210afe6adbbf42ea,16.226.45.61,61053,23,6,61,39795,1704152556,1704155089,REJECT,OK,ingress,eu-north-1,523573427836,14,1
flow-ext-96cf743ac64b4292,eni-30122799ea9149b5,52.225.143.150,48383,53,17,989,14040,1706473819,1706474417,ACCEPT,SKIPDATA,egress,us-west-2,522269722296,0,1
flow-ext-b64ebc94463a4e98,eni-ba5ee21fa11f4223,73.40.159.74,39987,110,17,999,30410,1707636002,1707638837,ACCEPT,OK,ingress,us-west-2,552653220599,0,4
flow-ext-05d5ca21773047ab,eni-f921e011b9504e2e,46.254.76.196,0,0,1,597,21361,1705882462,1705884668,REJECT,NODATA,ingress,us-west-2,585174714001,0,5
flow-ext-634ddacea9f34117,eni-26b98ee4fc194c5a,74.45.129.253,64944,993,17,483,46708,1708407284,1708410791,REJECT,OK,ingress,us-east-1,496456962167,0,8
flow-ext-69a3afaa24ee4af9,eni-6326207bf961421e,135.121.89.101,0,0,1,398,10078,1705070606,1705070754,ACCEPT,SKIPDATA,ingress,us-east-1,341409412125,0,2
flow-ext-7d4afb6d4dbc4ceb,eni-a938d20374cc4324,8.85.187.186,0,0,1,481,62858,1706178518,1706179300,ACCEPT,NODATA,ingress,us-west-2,297428945223,0,3
flow-ext-bf0ee41c4a20441a,eni-b889322ee9c141a3,208.208.40.116,58690,143,6,821,32501,1706299367,1706299553,ACCEPT,OK,egress,us-east-1,744960172855,3,4
flow-ext-eddc7b24aff44db3,eni-0cadddda3dc2489f,101.211.243.220,61477,3389,17,853,65176,1708221428,1708224179,ACCEPT,OK,egress,ap-southeast-1,203130967474,0,2
flow-ext-f78e8f2d8d404fe6,eni-43d943ae24674af7,5.174.113.28,64645,22,6,801,10566,1705145599,1705148786,ACCEPT,SKIPDATA,ingress,us-west-2,131392597399,47,8
flow-ext-c910575ec65948f7,eni-5e49cbfc278b4c0a,204.25.27.221,45540,25,6,99,713,1705829233,1705831394,ACCEPT,NODATA,egress,eu-north-1,375851058648,72,1
flow-ext-29547fa8ad914420,eni-be21d1177c6b45c7,74.45.129.253,0,0,1,153,30444,1708611691,1708612386,REJECT,NODATA,ingress,eu-north-1,567171891946,0,1
flow-ext-c0debf59c19b4fde,eni-414052981c8240a3,134.137.254.25,45436,3306,17,854,42253,1706921104,1706923832,ACCEPT,NODATA,egress,us-east-1,682921193662,0,1
flow-ext-fdd7854064924550,eni-d1b3fe81530e422a,178.226.8.171,0,0,1,528,6014,1704252533,1704253371,ACCEPT,OK,ingress,ap-southeast-1,496145261891,0,7
flow-ext-9a90d269f11a4f18,eni-34fbdc6dc2ea4dca,124.55.14.1,62338,25,17,370,23039,1705217096,1705217487,ACCEPT,SKIPDATA,ingress,ap-southeast-1,562686725487,0,8
flow-ext-b55cc931ec4643a9,eni-dfbc4669083e4cd0,19.222.183.230,0,0,1,683,30904,1708815825,1708817806,ACCEPT,SKIPDATA,ingress,eu-north-1,835909851329,0,3
flow-ext-3b9fdceed42843c4,eni-9a3e07c575c841b7,75.241.9.20,0,0,1,68,18607,1706569720,1706572784,ACCEPT,NODATA,egress,eu-north-1,356477005940,0,7
flow-ext-dcb593ae0a8f412c,eni-45d527a87dfd4a2c,30.140.73.200,61605,25,6,676,55790,1704470769,1704473319,ACCEPT,NODATA,ingress,us-west-2,314127996325,20,8
flow-ext-ecf602cb6ea94447,eni-0435430f97f54a1b,64.25.151.136,49577,110,6,863,59958,1704587341,1704588262,ACCEPT,NODATA,egress,us-west-2,458763811193,197,8
flow-ext-b4ff87d88cd64f6f,eni-dc57911eaf774ee9,80.197.122.141,51080,3306,17,465,58515,1708170577,1708173008,ACCEPT,OK,egress,us-west-2,266534855539,0,1
flow-ext-35fc7b8f8cc64d1c,eni-3300b1f73f92499d,134.73.66.73,0,0,1,185,35019,1704947589,1704947730,ACCEPT,NODATA,egress,ap-southeast-1,777901216081,0,7
flow-ext-aa24e85568a14769,eni-096f2ab79bf3464d,140.7.153.248,38170,22,17,105,35558,1704107921,1704110792,ACCEPT,OK,egress,us-west-2,616334841797,0,2
flow-ext-e7fc229e81c74070,eni-766aeeb0ea804fe2,124.9.5.198,32933,23,17,914,64977,1704857696,1704858321,ACCEPT,OK,ingress,us-west-2,264386753642,0,7
flow-ext-9d64826ab0294d6a,eni-711ee26e40ba47e3,168.244.222.164,41810,143,17,245,44233,1707023586,1707023778,ACCEPT,SKIPDATA,ingress,ap-southeast-1,542925475969,0,1
flow-ext-a3266aeb89334e9d,eni-0cadddda3dc2489f,214.52.209.116,0,0,1,464,46984,1706073733,1706076581,REJECT,OK,ingress,eu-north-1,403308107597,0,4
flow-ext-43534a4838054c62,eni-ca0551046f224774,173.57.131.92,0,0,1,412,17316,1706542343,1706543059,ACCEPT,NODATA,egress,us-west-2,690323731469,0,8
flow-ext-2a8fcf97704448c0,eni-3d12958626994161,41.70.206.71,33484,22,17,246,23414,1706807173,1706809714,ACCEPT,SKIPDATA,egress,ap-southeast-1,624294122860,0,4
flow-ext-ba634e47ee69474d,eni-3b386b80084a410a,169.198.164.154,33113,443,17,830,7463,1705998665,1705999652,ACCEPT,OK,ingress,ap-southeast-1,945488072731,0,7
flow-ext-64066183bfe4446d,eni-831b7a25a42e43d5,68.154.115.95,65484,143,6,163,49802,1707616316,1707617554,ACCEPT,NODATA,egress,us-east-1,477352392822,227,6
flow-ext-370de5bd570c47b8,eni-2e1cf3694e31408e,134.137.254.25,39915,143,6,299,18447,1705543758,1705543949,ACCEPT,OK,ingress,eu-north-1,757202520046,125,3
flow-ext-65aee1030de94dea,eni-0c0bdeb27abd4c4f,106.206.174.53,35560,53,6,730,30568,1704892376,1704894057,ACCEPT,SKIPDATA,egress,eu-north-1,894999355110,36,6
flow-ext-1012061255b545e2,eni-9db1d6d621f34110,150.130.218.196,44055,25,17,610,15913,1709017954,1709019610,REJECT,OK,ingress,us-east-1,524069716450,0,2
flow-ext-590fe88d1a934495,eni-4e99e70de9284d67,114.168.208.169,0,0,1,762,28718,1704919574,1704920727,REJECT,NODATA,ingress,ap-southeast-1,468573918019,0,5
flow-ext-215d4d40438d43bb,eni-3860f1c10e034de9,98.113.147.251,0,0,1,906,62233,1707995385,1707997694,ACCEPT,OK,egress,us-east-1,179453122772,0,7
flow-ext-ede91efbedbd40c9,eni-f696b0a1cea74568,102.238.64.106,0,0,1,557,60907,1706336996,1706337643,ACCEPT,SKIPDATA,egress,eu-north-1,450414147161,0,5
flow-ext-d2742ae6a9a4490a,eni-5ef03db7af8e43fa,5.174.113.28,41586,53,17,688,39614,1704503974,1704506141,ACCEPT,SKIPDATA,ingress,us-east-1,570238810120,0,1
flow-ext-298700d927394958,eni-2089bf6de55f49a9,173.57.131.92,0,0,1,232,20050,1704824939,1704827047,ACCEPT,NODATA,ingress,eu-north-1,591084111891,0,3
flow-ext-54486eada76642ea,eni-f3e9da4164d14d02,61.89.243.108,34187,143,17,902,17808,1709010992,1709011549,ACCEPT,OK,egress,eu-north-1,871184808711,0,3
flow-ext-63cfbc093a044a77,eni-6c4425eb5d0f40bf,112.234.33.145,55304,995,6,239,39830,1707983279,1707984702,REJECT,OK,egress,us-east-1,149544940533,31,5
flow-ext-1fdb5ba230914313,eni-6e14b7e147de4a6b,198.36.202.228,46119,53,6,310,27091,1707983905,1707987042,ACCEPT,NODATA,ingress,ap-southeast-1,188849002890,215,2
flow-ext-0adfefb548b04f0d,eni-d9f41a03bcc44a79,144.88.164.175,0,0,1,976,28043,1704203277,1704203962,ACCEPT,OK,ingress,ap-southeast-1,263550763864,0,3
flow-ext-dd2c1b89bcd240a4,eni-0634daf79da64f1c,160.87.126.232,0,0,1,899,13716,1708264707,1708267093,ACCEPT,OK,ingress,ap-southeast-1,588337761976,0,7
flow-ext-a5f55dc2f20246dd,eni-c7f2259da9d34f4d,22.31.59.254,0,0,1,882,65249,1704810041,1704812704,ACCEPT,OK,egress,us-west-2,621923027476,0,3
flow-ext-6ab0312e4e1e4196,eni-c952bea5ca054621,145.92.80.146,49020,23,6,780,58659,1704570985,1704572812,ACCEPT,SKIPDATA,egress,eu-north-1,624872667855,175,3
flow-ext-5cffdaad254e47e7,eni-56ac19406fa645b3,114.8.207.104,49817,995,17,624,9706,1708509822,1708509987,ACCEPT,SKIPDATA,ingress,us-west-2,332739399319,0,3
flow-ext-3b6a4114d5ae441b,eni-fd7284aa561d4b07,209.190.157.224,59246,80,17,232,56067,1707473405,1707473905,REJECT,NODATA,egress,us-east-1,289625900011,0,7
flow-ext-6e87b971b5354e5e,eni-9d9b11d38b874dc0,129.167.232.103,63155,995,6,127,21115,1708615084,1708618449,ACCEPT,OK,ingress,us-east-1,445923978981,81,3
flow-ext-4af96fcb568040ac,eni-040a709a706d472f,219.216.61.145,0,0,1,861,41873,1709163207,1709165367,REJECT,SKIPDATA,egress,us-east-1,640026575726,0,5
flow-ext-0319e719856d44d6,eni-14d30c7f68ab451b,74.45.129.253,41440,5432,6,334,50501,1706383123,1706385705,REJECT,SKIPDATA,ingress,eu-north-1,438234230350,37,6
flow-ext-036f0dadc9204d54,eni-22b74f999d654879,139.31.77.106,0,0,1,452,18816,1708056260,1708058229,ACCEPT,OK,egress,us-west-2,515309189846,0,4
flow-ext-1e4702f7f5e246a5,eni-802d9bb443924c58,113.141.247.126,40341,23,6,843,55957,1704891378,1704894657,ACCEPT,NODATA,ingress,us-west-2,911639781991,116,5
flow-ext-6205e22a3de54fb2,eni-0a85e1a41efb4ae9,219.183.40.99,55069,23,17,631,7432,1708728428,1708730463,ACCEPT,SKIPDATA,ingress,us-west-2,299338270757,0,2
flow-ext-322178a98a8a4ab3,eni-b44ba3c8dd85444c,164.199.166.131,58843,993,6,496,24742,1706711818,1706713655,REJECT,NODATA,ingress,us-east-1,109674700977,47,5
flow-ext-a93d6ee727ac4bcd,eni-cc0355b1598547b6,19.222.183.230,57210,3306,6,379,15077,1704890319,1704891237,ACCEPT,NODATA,egress,ap-southeast-1,236750471805,250,7
flow-ext-ffc4858c196340e5,eni-9a3e07c575c841b7,113.141.247.126,64754,22,17,338,27460,1708463765,1708464406,ACCEPT,OK,egress,us-west-2,612419426922,0,4
flow-ext-4a805c5707e74bbf,eni-c03d754f828d4dd5,125.214.36.228,51420,3389,17,98,44744,1707540731,1707541011,ACCEPT,SKIPDATA,egress,us-west-2,517213858405,0,1
flow-ext-def28c362f3f4cf8,eni-0c4a4988696c4c50,191.188.152.176,38861,23,6,262,64498,1704711171,1704711566,ACCEPT,NODATA,egress,us-east-1,151065331009,212,5
flow-ext-de093ef17f18448f,eni-80b1efc1cee84e9b,159.96.158.4,53994,53,6,519,62328,1709095428,1709096690,ACCEPT,OK,ingress,us-west-2,283700293894,14,8
flow-ext-514b7c4fd62a4a98,eni-a1e2f63eb1a040b0,196.31.254.28,0,0,1,890,64090,1705244741,1705246452,ACCEPT,NODATA,egress,us-west-2,776050397958,0,3
flow-ext-1fc01ce196da4047,eni-29017731daa04794,112.25.105.173,0,0,1,796,47019,1708352099,1708353806,ACCEPT,NODATA,ingress,ap-southeast-1,942823392806,0,8
flow-ext-91ed4166f4ba4b3d,eni-0793328981114184,190.60.54.102,60034,22,17,719,48858,1704435877,1704436361,ACCEPT,OK,ingress,us-west-2,923014583872,0,7
flow-ext-d69451d31d2e4a5a,eni-5ead12a2a628473a,73.47.134.168,61417,143,6,788,38620,1706380326,1706381253,REJECT,NODATA,ingress,us-west-2,743143208511,202,1
flow-ext-8872c450506d4a75,eni-66f99300804c45f3,197.236.91.40,0,0,1,428,38010,1705496321,1705498181,ACCEPT,SKIPDATA,egress,eu-north-1,408476831084,0,2
flow-ext-d074a7c44f8845a5,eni-c95049ad8f2140b4,135.121.89.101,56875,995,17,631,23009,1704963506,1704966598,REJECT,SKIPDATA,egress,ap-southeast-1,118951845189,0,8
flow-ext-ef824ba4ed294738,eni-8a6667e2c2a04ecf,204.25.27.221,41608,23,17,34,50434,1705459671,1705460392,ACCEPT,NODATA,ingress,us-east-1,733374843962,0,4
flow-ext-06e22965deb1486c,eni-56b45adf6a0b490c,164.199.166.131,47847,993,17,966,21495,1709077703,1709080529,REJECT,SKIPDATA,ingress,ap-southeast-1,167515393639,0,3
flow-ext-340f75dac10d4c37,eni-8acf30e1048745e0,32.205.140.33,57024,53,17,501,15171,1708582740,1708585501,ACCEPT,NODATA,egress,us-west-2,993695045112,0,7
flow-ext-f0c16d3088964778,eni-95933681431a4506,59.60.99.17,48559,3389,17,666,49248,1704220519,1704224030,ACCEPT,SKIPDATA,egress,ap-southeast-1,447265968439,0,5
flow-ext-09f76c11a22d4ffc,eni-705212dbd0534087,27.120.248.63,36362,5432,6,95,57295,1708811066,1708813567,ACCEPT,NODATA,ingress,us-east-1,785700774743,150,7
flow-ext-7b14571da94d4688,eni-aeb1d90e294c4257,92.47.138.235,0,0,1,989,44305,1707291657,1707292963,REJECT,SKIPDATA,egress,eu-north-1,203350842896,0,5
flow-ext-2c079a7538964392,eni-848bb9c88e864036,33.219.81.40,44746,995,17,417,24551,1708818602,1708821603,ACCEPT,OK,egress,us-east-1,364783556903,0,8
flow-ext-084dc24c879140ab,eni-6248b502daeb47c6,22.31.59.254,0,0,1,262,25189,1704533148,1704535375,ACCEPT,NODATA,egress,us-east-1,321657567497,0,3
flow-ext-94297dd6d6e84cbc,eni-69e35828876f4c7b,197.198.79.242,38936,23,17,366,38423,1704183264,1704184169,REJECT,NODATA,egress,us-east-1,979308785347,0,7
flow-ext-4943064e92964e14,eni-01dc4f7b5b2148d1,154.192.195.200,37152,443,6,670,15271,1705145048,1705146929,ACCEPT,SKIPDATA,egress,eu-north-1,116098375544,123,6
flow-ext-7756eff8a08d4335,eni-50df88ba18eb47b9,123.1.188.103,41448,3389,6,34,50997,1707333958,1707337553,REJECT,OK,ingress,us-west-2,218798041508,235,5
flow-ext-1a5e685a4e6d4288,eni-773d54eaf77d4b36,92.47.138.235,34169,443,6,791,55899,1709190310,1709191144,ACCEPT,SKIPDATA,ingress,eu-north-1,201873709451,152,2
flow-ext-21a6ca38c6a944d3,eni-c464ae10f49343ff,162.41.4.227,39028,80,17,394,21994,1708043284,1708046146,ACCEPT,NODATA,ingress,us-west-2,616462566328,0,5
flow-ext-7f0c42fed36b4920,eni-77c177690aa64b49,197.198.79.242,0,0,1,440,21157,1705021505,1705024683,ACCEPT,OK,egress,us-east-1,980555226029,0,7
flow-ext-bd94cd0a5ea8444a,eni-86671d33b42c4d86,166.97.108.231,33776,3306,6,770,7617,1704533185,1704534030,REJECT,OK,ingress,us-west-2,820543132626,130,7
flow-ext-8ba2452ec667459d,eni-16562e27cb2f4a45,53.204.240.75,0,0,1,227,29113,1707251886,1707253724,ACCEPT,NODATA,egress,ap-southeast-1,401866331961,0,7
flow-ext-4dfb7c8b362e4d76,eni-9986b0565966471c,154.60.230.233,48040,3306,17,583,62568,1708057335,1708058275,ACCEPT,SKIPDATA,ingress,us-east-1,495988660695,0,3
flow-ext-4331353e542d485d,eni-8dfbc96c530243d5,142.105.249.155,53669,80,6,163,41805,1704503522,1704505972,ACCEPT,OK,egress,ap-southeast-1,642500212022,171,5
flow-ext-5a38826b5ffd4b89,eni-773d54eaf77d4b36,84.28.75.145,46361,3389,6,754,20075,1707266706,1707267760,REJECT,SKIPDATA,ingress,us-east-1,807820372652,88,4
flow-ext-be52abd122864d98,eni-5382d08fb4174b37,129.167.232.103,56812,80,6,485,34071,1706658511,1706661904,ACCEPT,SKIPDATA,egress,eu-north-1,990239580298,197,4
flow-ext-5d34b2bec2974ff3,eni-568625c143384f9b,114.121.70.248,56393,3389,6,105,56285,1708687425,1708690617,ACCEPT,NODATA,egress,us-east-1,165430377043,161,5
flow-ext-a838e09585324e91,eni-25b9b4f31de74d83,198.191.237.35,59766,22,6,836,3014,1706828050,1706830665,REJECT,OK,ingress,us-east-1,527451151308,107,4
flow-ext-60985c0af8d644ac,eni-3cb77c3bf9b7446b,176.225.232.100,63590,25,17,188,44021,1704281815,1704283716,ACCEPT,NODATA,egress,ap-southeast-1,144106267607,0,6
flow-ext-7a1f43f577814fba,eni-b8d498e66cc84787,66.248.40.223,64214,23,6,770,17783,1707528479,1707531421,ACCEPT,NODATA,ingress,eu-north-1,128862067212,181,4
flow-ext-8bfe521d6cb34c32,eni-f9a15d0088064377,177.100.204.197,0,0,1,79,1768,1708778578,1708779565,ACCEPT,SKIPDATA,ingress,us-east-1,404315728694,0,4
flow-ext-701b654bb8ae414c,eni-e048bb12f9df400c,165.87.118.85,37502,25,6,932,57588,1709100925,1709101868,ACCEPT,NODATA,egress,eu-north-1,709305829310,94,4
flow-ext-c81be852e2674b0b,eni-68a42d4e253f470d,4.104.191.87,63370,443,6,487,48231,1709132310,1709133020,ACCEPT,OK,egress,eu-north-1,344173119522,113,4
flow-ext-860328fd18bb4339,eni-bdec0a78ace9462f,188.242.174.34,0,0,1,350,12360,1706824296,1706827299,ACCEPT,OK,ingress,us-west-2,754941125124,0,6
flow-ext-f47c608481784a34,eni-dec74262a3c149f0,72.160.230.185,46548,443,17,340,14338,1707904224,1707905182,ACCEPT,OK,ingress,eu-north-1,736571644857,0,8
flow-ext-ecba58a66e1243ed,eni-ca0394e9913a4f67,149.52.198.251,45459,995,6,995,23314,1707834404,1707834558,REJECT,NODATA,ingress,us-west-2,672169181708,70,2
flow-ext-7084311ef3de46c9,eni-2b74c632ad2645fd,211.195.83.222,0,0,1,322,43740,1705225275,1705228013,REJECT,NODATA,egress,ap-southeast-1,135134946349,0,6
flow-ext-0044648efc324254,eni-07a91957d8cb4ee5,36.52.7.72,0,0,1,125,22029,1708757103,1708757642,ACCEPT,SKIPDATA,egress,ap-southeast-1,536866137673,0,4
flow-ext-e77f2e31a0254b04,eni-7c2a34366bc9471f,124.9.5.198,48080,995,6,419,53165,1706372906,1706374486,REJECT,OK,egress,eu-north-1,238750371922,48,6
flow-ext-b913aeb5e84240a1,eni-53237800ad464eb4,101.211.243.220,0,0,1,398,34691,1707492938,1707494975,ACCEPT,SKIPDATA,egress,ap-southeast-1,767805971125,0,5
flow-ext-b2bfd9f7bd824e24,eni-5c14345f7d33414d,154.60.230.233,60778,443,17,228,22483,1708834236,1708834757,ACCEPT,SKIPDATA,ingress,us-west-2,347133639631,0,4
flow-ext-1acf4d161d8f43a6,eni-e56454b75ddd47db,5.174.113.28,0,0,1,84,42358,1707840464,1707841878,ACCEPT,NODATA,egress,eu-north-1,363229820079,0,4
flow-ext-5375708441094110,eni-ebd9266e4eab4995,169.131.132.129,0,0,1,166,45350,1707992058,1707992760,ACCEPT,OK,egress,us-west-2,281917047087,0,3
flow-ext-6fbef9ca60ff4122,eni-222f9ed8377b4ba3,159.96.158.4,0,0,1,759,854,1707125924,1707129348,ACCEPT,NODATA,egress,ap-southeast-1,957842508348,0,4
flow-ext-e035d8e5ccbb4ee3,eni-d92e241c6b6648bd,93.130.27.95,50039,5432,6,375,43100,1704305543,1704306835,ACCEPT,SKIPDATA,ingress,ap-southeast-1,878946407350,31,7
flow-ext-6e55fe79f7244612,eni-4bf5ddb5c40c4bc2,164.199.166.131,0,0,1,636,38218,1705771680,1705772976,REJECT,NODATA,ingress,eu-north-1,342751438729,0,6
flow-ext-3cc52b8be0904804,eni-2bf0abc31c904722,157.107.38.26,56394,53,17,392,41612,1704074722,1704076324,ACCEPT,SKIPDATA,egress,us-east-1,737212010887,0,4
flow-ext-a675d10171564730,eni-43899354b150494b,38.36.86.176,39444,5432,6,710,36111,1707443249,1707444263,ACCEPT,SKIPDATA,egress,us-east-1,478436213984,129,5
flow-ext-45b62712169848ef,eni-26b98ee4fc194c5a,64.25.151.136,49942,993,6,29,21526,1708487842,1708490888,REJECT,NODATA,ingress,ap-southeast-1,376885313204,52,4
flow-ext-900b0d5a2a3e40de,eni-3a1e27e52d56411b,98.113.147.251,35412,3306,6,56,43506,1706066942,1706068596,REJECT,NODATA,egress,us-west-2,477159432796,100,2
flow-ext-6c959e6419884a80,eni-9b70b68bc91d4571,136.7.194.212,38260,3306,17,673,40180,1707381766,1707382594,ACCEPT,OK,egress,ap-southeast-1,266007001261,0,3
flow-ext-30de89ebf4b249f5,eni-a3296a6068ab441d,64.25.151.136,0,0,1,370,21520,1706575382,1706578281,ACCEPT,OK,egress,us-west-2,896598220222,0,8
flow-ext-2001e5f38dd34934,eni-3414f2652aa44845,150.130.218.196,0,0,1,304,2419,1706715805,1706715899,ACCEPT,NODATA,egress,eu-north-1,676983844793,0,1
flow-ext-bea442daf1804157,eni-ea9ca6a9db014267,31.153.159.205,36163,3389,17,195,25305,1704609519,1704611174,ACCEPT,NODATA,egress,us-west-2,860597801008,0,1
flow-ext-23518bf944cf4027,eni-f7e7017a57fc4c22,61.89.243.108,64611,995,6,370,43280,1709040839,1709043793,ACCEPT,SKIPDATA,egress,us-east-1,707850518692,107,6
flow-ext-3630ea3095cc4f4c,eni-7e2553ce86a849cf,52.225.143.150,59877,80,17,478,22835,1707836967,1707838301,ACCEPT,NODATA,ingress,us-east-1,850829768335,0,7
flow-ext-1a4be0f87bc04140,eni-18719a3b5208435c,168.244.222.164,45540,3306,17,501,22798,1705859438,1705861961,REJECT,SKIPDATA,ingress,eu-north-1,995221320779,0,4
