id,from_interface_id,to_interface_id,srcport,dstport,protocol,packets,bytes,windowstart,windowend,action,flowlogstatus,flow_direction,region,account_id,tcp_flags,traffic_path
flow-int-7df1e215d7124d23,eni-e22bc75ae19d4251,eni-ba555c5e5a2b4de9,47423,80,17,459,10990,1708768613,1708768950,ACCEPT,OK,ingress,us-west-2,258802354643,0,3
flow-int-edf88d0ff0004ae3,eni-04c38422e0404ad2,eni-7bba97bd0eda41d4,0,0,1,374,19265,1705450994,1705453001,ACCEPT,SKIPDATA,ingress,us-east-1,711793865753,0,6
flow-int-ee64259c28de4204,eni-93cec1263c1443a9,eni-210afe6adbbf42ea,0,0,1,140,24450,1704945158,1704946499,ACCEPT,OK,egress,ap-southeast-1,413097899346,0,8
flow-int-c6905a4c3ee64b06,eni-bcc87af9f48c40ad,eni-4c3b0492301e4002,47191,3389,6,238,30114,1708188431,1708188845,ACCEPT,NODATA,ingress,eu-north-1,315631622611,46,5
flow-int-1fd0cfe44caf40c4,eni-ff9f88226d084b97,eni-6d38c4888ee444a1,63383,22,6,333,19086,1708548761,1708551555,ACCEPT,NODATA,ingress,ap-southeast-1,558536337403,153,4
flow-int-98c6d4ff8a724d53,eni-d6e83fb1eb0e4489,eni-2774e51f303941b2,0,0,1,473,18785,1706611861,1706615234,ACCEPT,NODATA,egress,ap-southeast-1,176236145144,0,7
flow-int-3bae6320d1404712,eni-30d4912aed5b4313,eni-22dac35d1943462e,54191,80,17,130,26296,1704305938,1704307229,ACCEPT,NODATA,egress,us-east-1,630049560158,0,5
flow-int-a27885f3f4454d2d,eni-d345f7e6749044b5,eni-8999627f7182425b,33440,23,17,176,30439,1704878055,1704879129,REJECT,OK,egress,us-east-1,743273369738,0,8
flow-int-d93f38fb508b4133,eni-5af6eef992cd4c67,eni-3d49a59c93ed4303,63004,995,17,12,22893,1707525780,1707526036,ACCEPT,NODATA,ingress,us-west-2,969373692973,0,1
flow-int-b3cfd14f06e34586,eni-2609c5a8489b4005,eni-138da6223b484d3d,65004,22,17,281,25135,1708089743,1708091885,ACCEPT,OK,egress,us-east-1,104048427722,0,2
flow-int-856e10a45f9c49d8,eni-56ee9fa55a1647e4,eni-71f5d62007fd4cbd,61733,23,17,478,3492,1706511883,1706514488,ACCEPT,OK,ingress,eu-north-1,715952293732,0,8
flow-int-674ac8fd35b84d53,eni-bf4f3ecc1a5040b6,eni-4acf03295c8e4b5c,0,0,1,158,27451,1704931873,1704933295,ACCEPT,SKIPDATA,ingress,us-west-2,995079013763,0,1
flow-int-158a1291644e4e29,eni-e0449652dc06442c,eni-fe18224854b545f8,48629,22,6,109,19045,1705174223,1705174901,ACCEPT,NODATA,egress,us-west-2,994420486618,213,2
flow-int-e2d9511d22ac4b97,eni-9d60bfeb465942ef,eni-e2dd2da632f54396,43988,443,17,169,2717,1705067426,1705070575,ACCEPT,SKIPDATA,egress,us-west-2,644152375264,0,8
flow-int-e5b99325d0274007,eni-6fce644ae5a145e3,eni-ea5a8eac5d814674,47012,22,6,139,997,1705423769,1705424742,ACCEPT,OK,egress,us-east-1,366406296073,16,7
flow-int-f6489d8e00c74210,eni-66e5e36cdc6841ba,eni-3c17d22190724422,0,0,1,194,29454,1704570684,1704571422,ACCEPT,SKIPDATA,egress,eu-north-1,431199174888,0,2
flow-int-c0f06484b5ba48d3,eni-46d8d2299903407f,eni-864e22b239ab41ac,46929,110,17,59,24335,1705156726,1705158260,ACCEPT,OK,ingress,us-west-2,168845200859,0,5
flow-int-06ca2bc65bbd47ca,eni-4f736c6ed449499d,eni-0f58de40b43b47a9,0,0,1,294,8118,1704480912,1704483584,ACCEPT,SKIPDATA,ingress,us-west-2,327691786546,0,1
flow-int-f93dddc5183944c7,eni-dac86b6d32984d1c,eni-27312f7a6b7d47e2,60705,110,6,11,17313,1707566119,1707568570,ACCEPT,SKIPDATA,ingress,us-east-1,313603576733,46,3
flow-int-1854d5cbe1d3449b,eni-65fc4ec63b4f417f,eni-8972ae81a9044fec,55305,23,6,25,4250,1706644442,1706646840,ACCEPT,SKIPDATA,egress,ap-southeast-1,142915606058,141,2
flow-int-a4a0157828b74048,eni-b4b45cf7fd0f4ddf,eni-5dcc55572c214aec,0,0,1,288,12154,1708282233,1708284277,ACCEPT,NODATA,egress,ap-southeast-1,203580495733,0,8
flow-int-32fcdd91997644c8,eni-301261e76ec14779,eni-000e57e854dd416b,42165,993,17,468,3953,1706968889,1706969218,ACCEPT,OK,egress,us-east-1,907659450621,0,8
flow-int-a033f19db9e945ab,eni-9992e53ef86a4e5b,eni-3c7d87b65edb4167,0,0,1,423,20526,1707622491,1707624607,ACCEPT,NODATA,egress,eu-north-1,441664772869,0,1
flow-int-4be6ed4d94554ed8,eni-6fbe3e781e414c74,eni-1ea3d1ef4b8c4f4b,0,0,1,256,31443,1707073657,1707076379,ACCEPT,OK,egress,us-west-2,928142338929,0,7
flow-int-53e1ad7efd804cc5,eni-bb3df61c9b744ea2,eni-5a2d78952c5f4de3,55515,143,6,228,32512,1706958287,1706958713,ACCEPT,SKIPDATA,egress,ap-southeast-1,428569920263,234,5
flow-int-a4d0909b4ea147cf,eni-48fb3c394a0147a0,eni-0236ceca74e8471a,45703,53,6,304,11212,1704340166,1704341349,ACCEPT,SKIPDATA,egress,us-west-2,664759574816,112,4
flow-int-1bec24ba2a784688,eni-cf4a89caed624606,eni-04f3a2f7608b4bf2,53256,993,17,66,23693,1706914236,1706914663,ACCEPT,SKIPDATA,ingress,ap-southeast-1,523026857619,0,2
flow-int-8002278cc3924821,eni-87c59f5ed1cd454e,eni-83bac8570b8d4541,0,0,1,31,14458,1707701610,1707702446,ACCEPT,OK,ingress,us-east-1,744596900580,0,7
flow-int-35f610b869a242ec,eni-0e86709300954cd0,eni-e4fc57ba299249f3,0,0,1,182,8156,1706094262,1706097798,ACCEPT,NODATA,egress,us-east-1,816582771748,0,6
flow-int-80f3237ba27144f1,eni-d28e9f9ce9e34572,eni-999679126e57499b,61798,443,17,188,13845,1708859082,1708859767,ACCEPT,OK,ingress,ap-southeast-1,338852018082,0,5
flow-int-a2191a63316b4215,eni-eef5f8dd93b54588,eni-74c74b4eea1a44ff,0,0,1,117,18305,1704750301,1704750715,ACCEPT,NODATA,egress,us-west-2,764983245707,0,1
flow-int-aa4295f1cd3c4ee8,eni-a63d264386a8467a,eni-a1ede54876d14b4c,0,0,1,458,10534,1704909101,1704909457,ACCEPT,OK,egress,ap-southeast-1,101694341741,0,4
flow-int-e3ee30bc0eb24a2a,eni-7d30d544847e4049,eni-02f0fba50b9d45c2,47123,3306,17,394,1545,1706711852,1706713094,ACCEPT,SKIPDATA,egress,us-east-1,131260521817,0,8
flow-int-893807d21ffe4581,eni-26303f1a7d474ac4,eni-27435c3f564f4fe2,47421,3389,17,272,15133,1709204278,1709207225,ACCEPT,OK,egress,ap-southeast-1,107473043933,0,8
flow-int-ce636adae4904b40,eni-ccac16ee250c4752,eni-fa2f9c6660104421,52229,3389,17,52,27434,1707177010,1707177304,ACCEPT,OK,egress,eu-north-1,815328249888,0,4
flow-int-77f133020932430b,eni-9ddbafe4f8934e17,eni-b2d6cbd800a24a45,54067,23,17,466,403,1706042491,1706043597,ACCEPT,SKIPDATA,egress,us-west-2,272659726361,0,1
flow-int-9f186a58f9c94813,eni-d48adde08a214cb3,eni-937155daada2411e,0,0,1,101,11703,1704758855,1704761687,ACCEPT,OK,ingress,ap-southeast-1,295188898519,0,7
flow-int-8d31488bfde6459d,eni-5b1db0df076b4a29,eni-67d645fcc5824305,47933,110,6,169,19484,1705448991,1705450265,ACCEPT,OK,ingress,us-east-1,992019318670,44,6
flow-int-fded3dbd87df480b,eni-1784f57e82c8492a,eni-b6cebf1b69124696,61238,995,17,185,24674,1704398826,1704400850,ACCEPT,NODATA,egress,us-east-1,785621625778,0,8
flow-int-5ecc98c06ab444c8,eni-8b90131bf5184a86,eni-7b66fdeffc404672,0,0,1,377,12296,1704252071,1704255632,ACCEPT,SKIPDATA,egress,eu-north-1,357592247235,0,6
flow-int-72967309c8e74a30,eni-78336d63db6f42e4,eni-2e07b922b6e940de,0,0,1,234,24309,1707035316,1707037385,REJECT,OK,egress,eu-north-1,732598459014,0,7
flow-int-b37e5c6166714e8c,eni-eb4caa4d02324b61,eni-1b0e9f8c87bb4d8b,47393,995,6,314,29958,1705013853,1705016861,ACCEPT,OK,ingress,eu-north-1,396766014434,208,7
flow-int-7b8d82f4a8794d08,eni-9d03451c44b6415f,eni-012fca70c4e74f20,57271,25,6,458,21212,1706568904,1706569110,ACCEPT,NODATA,egress,us-east-1,115332020299,43,3
flow-int-aab1da58291343ac,eni-6fead9baf66f4632,eni-344b5f9a29a64be0,44904,53,6,364,27327,1706820283,1706822577,ACCEPT,NODATA,egress,ap-southeast-1,516994397216,19,3
flow-int-11b6812a61d04fb2,eni-f8544033597a436c,eni-0c1dbb856c60478a,0,0,1,110,19510,1708496964,1708497406,ACCEPT,NODATA,egress,us-west-2,637693207967,0,1
flow-int-769b4d618fac4486,eni-52caf9d0459b41bb,eni-1553e59b7f6348f8,62469,5432,6,400,18196,1705599200,1705602098,ACCEPT,NODATA,ingress,eu-north-1,162958511732,35,6
flow-int-fde972282c0b4442,eni-ce1bda253af24286,eni-0191377ec0664efc,50229,25,17,274,15526,1707320469,1707321129,ACCEPT,OK,egress,us-east-1,184475847967,0,3
flow-int-d2302a88487643a7,eni-4ae6b2b4f29b41a9,eni-18e51824dc9e4826,65255,143,17,190,13161,1708270107,1708272504,ACCEPT,OK,ingress,us-west-2,651197802095,0,3
flow-int-a5f272ed2d6649e7,eni-fb92c46999b848c9,eni-965f6994882746f2,0,0,1,420,8175,1707427852,1707428842,ACCEPT,NODATA,ingress,ap-southeast-1,681444744135,0,1
flow-int-ba0aed197c5a4c17,eni-a799488fbb2c4abf,eni-7684acce24104189,56487,110,6,256,98,1707404514,1707407244,REJECT,SKIPDATA,egress,us-east-1,780881769638,164,5
flow-int-6b8a368f814644b3,eni-4447aa1def534c82,eni-6340bccdedf14267,62204,143,17,82,29644,1706064312,1706065933,ACCEPT,SKIPDATA,ingress,us-west-2,659518001342,0,5
flow-int-47fb5a93fd3d4572,eni-36dfd8cc783748ec,eni-01edbb1e07604bbf,0,0,1,428,30875,1708012940,1708014198,ACCEPT,OK,ingress,eu-north-1,867528319518,0,3
flow-int-bd7a4fb00dfa4dda,eni-16837a1a8f1d4993,eni-0463860ad8e84f3c,49290,23,6,419,27654,1705337552,1705338306,ACCEPT,NODATA,egress,us-east-1,378246847434,175,6
flow-int-a4db023c033f4a64,eni-79c046d3e43e49b2,eni-833e831f1c40462f,56563,53,17,31,30500,1704341277,1704342345,ACCEPT,SKIPDATA,egress,us-west-2,449480763619,0,1
flow-int-5b59a5a05374449a,eni-aa17c5c82d9e4240,eni-f227dd5d84834368,64742,993,6,81,20751,1704641345,1704643957,REJECT,SKIPDATA,egress,us-east-1,253441837174,183,8
flow-int-cef3339bbbc541ae,eni-5e2a1b45698d438b,eni-495b986019544ab3,0,0,1,430,15761,1708789493,1708790379,ACCEPT,NODATA,ingress,us-west-2,545102864270,0,7
flow-int-de7162a5b2e8436f,eni-bb3df61c9b744ea2,eni-dd5baac014124c9f,46384,995,6,491,20619,1706679390,1706681383,ACCEPT,NODATA,egress,ap-southeast-1,354415856404,170,4
flow-int-415cf62256b14374,eni-5c14345f7d33414d,eni-35c889417c4b4e59,43923,53,6,254,5666,1706827063,1706827658,ACCEPT,NODATA,egress,ap-southeast-1,676487793817,99,3
flow-int-a317fe36d1ec4745,eni-386704881a4944f8,eni-c647f019770b4b74,0,0,1,219,3610,1705235032,1705238355,REJECT,NODATA,egress,us-west-2,959490035043,0,4
flow-int-5118a0f9f3684996,eni-f68042fd82944420,eni-fcdbe908adc44378,49300,23,6,180,10760,1704713166,1704715687,ACCEPT,SKIPDATA,egress,us-west-2,535501316057,84,5
flow-int-4b9a16f5b1d14698,eni-047cb8fa2b2a4c8a,eni-562b065f07054ba6,0,0,1,269,5871,1709190081,1709191612,ACCEPT,OK,ingress,us-east-1,343273593309,0,5
flow-int-391419c51e9b4a7a,eni-0feaebc8f2924835,eni-443298be722740ee,40814,3389,17,459,12743,1708071776,1708072207,ACCEPT,OK,ingress,us-west-2,259016492293,0,5
flow-int-86803128146746e6,eni-de8d63701de94d28,eni-9a342e393c454186,0,0,1,45,10651,1706985399,1706987477,REJECT,NODATA,ingress,us-west-2,303770595302,0,4
flow-int-93e2a169e7d44991,eni-6777ca51d5364d2f,eni-833e831f1c40462f,56338,5432,6,291,325,1707783713,1707785906,ACCEPT,SKIPDATA,egress,ap-southeast-1,156493909558,232,2
flow-int-890b793b9d2a4687,eni-04d2b392a9f945ae,eni-ea61a5470e4c4cf2,0,0,1,170,25528,1705125531,1705128576,ACCEPT,OK,ingress,eu-north-1,992026665357,0,7
flow-int-6140092db4774852,eni-743c841ca217477b,eni-190c77a31aa84e30,48916,53,6,455,15084,1705419070,1705422397,ACCEPT,NODATA,ingress,us-east-1,560309114648,114,3
flow-int-bf1e6522549d4594,eni-dfb4a4e168814340,eni-4aafc6d01f844973,0,0,1,53,16459,1708625693,1708626476,ACCEPT,NODATA,ingress,eu-north-1,963263101568,0,5
flow-int-b4f84dbe36e94686,eni-f57f41b55bbf40a6,eni-0e86709300954cd0,37931,25,6,303,10735,1709015154,1709018709,ACCEPT,SKIPDATA,ingress,us-east-1,245681017168,149,3
flow-int-a68807f4b8b2446c,eni-f5fba0cc2ad042fc,eni-78f203186a164ec4,48919,53,17,417,26203,1707958429,1707961691,ACCEPT,NODATA,egress,us-west-2,179968813980,0,1
flow-int-9298d6e131634007,eni-116f6d2529fa4d1b,eni-fdb635a943dd45e4,0,0,1,43,18586,1708102322,1708104694,ACCEPT,NODATA,ingress,us-east-1,106354429812,0,2
flow-int-ef80ad0f2bcc43c3,eni-a40e76764ae74969,eni-aec09748a9194a96,0,0,1,191,9819,1704609985,1704613458,ACCEPT,OK,egress,eu-north-1,156967390319,0,7
flow-int-430eec5a6a904795,eni-0460cb03788b4ae4,eni-8668245f4c974e4f,41782,23,17,154,31133,1707708868,1707710805,ACCEPT,SKIPDATA,egress,us-west-2,132553227155,0,1
flow-int-53830c3bba094e2f,eni-3ed722db9b7747de,eni-f5d0b29fa2774220,54785,443,6,374,19631,1707540091,1707540664,ACCEPT,NODATA,ingress,us-east-1,808357681768,240,1
flow-int-f84bebfd6a87466a,eni-d17c7f0a3a8049b1,eni-82f7e9ffc5f24a24,61436,53,17,244,10149,1704084190,1704087506,ACCEPT,NODATA,egress,us-east-1,652543674382,0,1
flow-int-430a7efa37834505,eni-396160980c814846,eni-fa4133cf6aae4bd7,44306,22,17,100,28974,1705411478,1705412594,ACCEPT,OK,ingress,eu-north-1,909042257079,0,2
flow-int-84a2c278852a4f17,eni-e088653f086a427d,eni-e79c7de077384d68,0,0,1,80,28798,1707276836,1707278348,ACCEPT,NODATA,egress,ap-southeast-1,667093492255,0,7
flow-int-471687031b364d4a,eni-aed2b5b5e2c64224,eni-483f07beef7f43e1,39110,23,6,201,24896,1704534720,1704535022,ACCEPT,SKIPDATA,ingress,us-east-1,626471436444,87,7
flow-int-203c669d778d4b96,eni-fd3cd62ed919468c,eni-68ea029fe1fd41da,0,0,1,449,19125,1704719730,1704721901,ACCEPT,NODATA,egress,us-west-2,383131076208,0,2
flow-int-0a3910f639cf49fd,eni-777a5f6f368c493d,eni-3f5f997bb276482a,45662,23,17,57,9554,1705391435,1705393858,ACCEPT,OK,egress,us-west-2,841029879225,0,8
flow-int-1351a4eeac44491e,eni-1010c63b3a6b47d8,eni-c00a71623d734bb6,0,0,1,429,584,1704352870,1704356453,ACCEPT,OK,ingress,ap-southeast-1,481687631046,0,4
flow-int-99d66637e9bc46c4,eni-3835c20e623d4e3c,eni-3b6710db312242f4,0,0,1,369,12195,1704805533,1704806136,ACCEPT,OK,ingress,us-east-1,326001692674,0,6
flow-int-14f5f403ae284130,eni-ad8c897bc01c422b,eni-e1dd12daa8cb4dd4,52633,22,6,10,27709,1708439665,1708441362,REJECT,NODATA,egress,ap-southeast-1,840704499981,196,2
flow-int-b2c5db6cc1574f6c,eni-6a7f428981d1431f,eni-8cebb1bd86fc4935,0,0,1,342,24756,1706601917,1706603812,ACCEPT,OK,ingress,eu-north-1,258161250205,0,6
flow-int-4e829e373add4112,eni-1248b99caa804028,eni-d068f28c592d4180,59599,995,6,303,17061,1706404922,1706405950,ACCEPT,NODATA,egress,eu-north-1,650265798069,179,1
flow-int-be46cc382c7646f7,eni-9ff1802042524eaf,eni-300df7b0949b46cd,0,0,1,497,22869,1708386904,1708388227,ACCEPT,SKIPDATA,egress,us-west-2,494922373933,0,1
flow-int-b8f28b06ed684a81,eni-d47cc5b61f4b4d86,eni-e6de6d44d598417f,0,0,1,371,23467,1706884841,1706885679,ACCEPT,NODATA,ingress,us-west-2,784344270457,0,8
flow-int-1c2d8be91c794929,eni-131557c2559e4ac3,eni-937155daada2411e,53934,23,17,143,10918,1706028347,1706029927,ACCEPT,NODATA,ingress,us-west-2,694645123186,0,6
flow-int-8406cd80e52b4b65,eni-4f1c70421f9c4ec8,eni-4bd9d4848ec6407c,59064,3389,6,247,12251,1707172303,1707175433,ACCEPT,SKIPDATA,ingress,ap-southeast-1,277137262622,207,5
flow-int-4d1d08d37e53405a,eni-fba9bb30c52648a3,eni-7ff7c68725b44b41,52690,3306,6,7,23912,1706212904,1706216298,REJECT,OK,egress,eu-north-1,177223925036,199,5
flow-int-16f89642fc4940e2,eni-5589df0229e04f08,eni-40c9262c7abe4484,57052,5432,17,12,3372,1707519675,1707521797,ACCEPT,SKIPDATA,ingress,eu-north-1,328044748209,0,3
flow-int-b1bc59c9844f4283,eni-b09df80b40534b91,eni-cd5d21a9195e44fb,56516,22,17,407,21781,1707428139,1707430303,ACCEPT,NODATA,egress,eu-north-1,396415265209,0,3
flow-int-41592b74747447e2,eni-0e72f054b1e8405a,eni-af1b83133bc24691,0,0,1,80,17353,1706359213,1706359478,ACCEPT,SKIPDATA,egress,us-west-2,856279768608,0,8
flow-int-dfa8d062aadd409b,eni-680aac03d9544255,eni-8932c56180464d99,60328,22,17,258,5357,1704674897,1704676874,ACCEPT,OK,egress,us-east-1,315877161452,0,1
flow-int-8e80c21d387a4cc4,eni-d70bb6895d474ed4,eni-de170ac41faa41b2,57070,443,17,439,16536,1704525252,1704527368,ACCEPT,OK,ingress,ap-southeast-1,252330437862,0,3
flow-int-bcfb12eafd9e4442,eni-39a2b709a3724a9c,eni-ed991d0688c64999,48499,80,17,288,30229,1709209529,1709213037,ACCEPT,SKIPDATA,ingress,ap-southeast-1,908146371960,0,7
flow-int-c1bf4346984544e8,eni-9be81d4976e74b37,eni-c952bea5ca054621,52550,23,17,250,18741,1706260129,1706262149,ACCEPT,SKIPDATA,ingress,eu-north-1,151402389034,0,1
flow-int-2575691b2c734f49,eni-b70d61337cd14b83,eni-3a94e0b40b0d4008,60395,22,17,214,28017,1706829147,1706832727,ACCEPT,OK,egress,us-west-2,782532114140,0,8
flow-int-5d6030da89d1405a,eni-191c4ca34a1e429e,eni-210afe6adbbf42ea,56167,23,6,127,14933,1707239213,1707240120,ACCEPT,NODATA,ingress,us-east-1,486285159478,175,1
flow-int-fb252b8c0abf4a2a,eni-574f13e709534ad2,eni-0749bec5de0f4e99,35367,995,6,488,30641,1707084645,1707087032,ACCEPT,SKIPDATA,ingress,us-west-2,685401943321,137,3
flow-int-0bc2ac6d8a214316,eni-fa2cad9c2d634802,eni-cf8a1922da594046,61487,3389,6,87,18385,1705249981,1705252102,ACCEPT,SKIPDATA,egress,eu-north-1,750186030137,240,5
flow-int-adb480c8906f4212,eni-0b9794cafc55430e,eni-14066095e8ea4af0,64517,5432,6,333,12854,1704586347,1704589891,ACCEPT,OK,egress,us-west-2,761986046820,80,6
flow-int-5f6548d2a2974d53,eni-1aa78b0734014c86,eni-9894e02b6c504ef6,0,0,1,469,7564,1708977739,1708977996,ACCEPT,OK,egress,eu-north-1,928019273221,0,6
flow-int-9bff8718451e4e20,eni-93c5686833c84b8a,eni-bfcb4cf5dcd44ee9,59478,995,17,345,5199,1708688680,1708690769,REJECT,SKIPDATA,ingress,ap-southeast-1,615940431251,0,4
flow-int-0328da09e5324102,eni-44300c5600cb44bb,eni-789c69c2281b4500,58179,3306,17,420,21847,1705245039,1705248303,ACCEPT,NODATA,ingress,ap-southeast-1,759499814514,0,1
flow-int-685b0db33a8144c8,eni-400cea400f364882,eni-9bf85601dfbd4ea3,52472,25,6,292,2125,1708459826,1708460716,REJECT,OK,egress,ap-southeast-1,306397001747,27,2
flow-int-80d326c9ac1b4065,eni-7d4964effc8e454d,eni-5cbf319f710f4fe1,0,0,1,144,8621,1707005694,1707007979,ACCEPT,OK,egress,ap-southeast-1,783079710808,0,8
flow-int-63725bce447b4cb4,eni-fffe54c12e3c4848,eni-295edd7289ab4e50,58444,53,6,368,14097,1706630680,1706634114,ACCEPT,SKIPDATA,ingress,us-east-1,391260144797,7,1
flow-int-56dd007a4eae44a9,eni-57ae699719f04d6d,eni-e5a77368386042b6,61799,25,17,360,27623,1705530929,1705534143,ACCEPT,NODATA,egress,us-west-2,843918037847,0,7
flow-int-524bcf996e2c47f7,eni-c55a976015af487e,eni-2e961fcad8034465,49199,3306,6,324,29010,1706485235,1706488429,ACCEPT,SKIPDATA,egress,us-east-1,240674113216,55,2
flow-int-60c455ae9e1740c7,eni-b8e27093faf448cf,eni-12b90ce4377747c1,37006,3306,17,157,32699,1708149393,1708152627,ACCEPT,NODATA,egress,eu-north-1,291814028526,0,2
flow-int-192d9c739c2c472a,eni-eb545072dace426f,eni-fdcce000801d465f,0,0,1,133,24879,1705061600,1705064615,ACCEPT,SKIPDATA,ingress,us-east-1,912415697214,0,4
flow-int-c75cdc149b8442ed,eni-4ced279db3c446b6,eni-21cfc83c0f4f4513,49337,23,17,391,26181,1707800794,1707804090,REJECT,NODATA,egress,us-east-1,407423185504,0,1
flow-int-aac1b6b7b8044c7f,eni-35b4ce68c7394ef6,eni-7ce712e725a047cd,0,0,1,221,14291,1707140676,1707141250,REJECT,NODATA,egress,us-east-1,853826061311,0,7
flow-int-c8c4702a3e7a4b0e,eni-3aeba5c90f594b4a,eni-b2d2e8c9e5d44b2f,0,0,1,432,11724,1707482919,1707484776,ACCEPT,NODATA,ingress,eu-north-1,690190540697,0,2
flow-int-d7de6126d89846ee,eni-3747650d484d48d8,eni-0eeb68f69b854ba7,53569,22,17,438,20801,1709157465,1709159873,ACCEPT,OK,egress,ap-southeast-1,532529448205,0,4
flow-int-884b2d7dfda9409f,eni-b7648d888d224288,eni-2307d26ccdb84077,34262,993,17,82,4915,1707304280,1707305320,ACCEPT,NODATA,ingress,ap-southeast-1,594373712447,0,6
flow-int-3fd0c36767674a82,eni-b4104aa3cbee4fe2,eni-7c28f6953d704a0a,46966,22,17,156,11954,1705518397,1705519303,ACCEPT,NODATA,ingress,eu-north-1,510995036905,0,1
flow-int-4c21615194324248,eni-845f5585db3f4f7a,eni-8a850fead02e4a45,41213,995,6,253,15016,1706719500,1706722778,ACCEPT,OK,ingress,ap-southeast-1,657743427548,119,6
flow-int-cafa77f8d81645a4,eni-74ba79b388f44101,eni-7b2f57d1e8ce4128,0,0,1,158,15287,1707348302,1707350525,ACCEPT,SKIPDATA,egress,us-west-2,858413501959,0,2
flow-int-05b8d8b7bff847fc,eni-4fb86cc88f754b58,eni-1cc65575226a4801,0,0,1,430,29160,1707022020,1707022656,ACCEPT,NODATA,ingress,us-west-2,122386586413,0,1
flow-int-1b7ef926c76a4349,eni-6ed3194d4e654c7f,eni-a6f1b86346704afd,42939,3389,6,72,12412,1707794949,1707796783,ACCEPT,OK,egress,us-west-2,687107126611,27,1
flow-int-1257e04d1c324f6d,eni-d1448eadcb8d4892,eni-e48be02d742a4637,0,0,1,157,16784,1705488498,1705488650,ACCEPT,NODATA,egress,ap-southeast-1,960807702788,0,7
flow-int-22da1d407c4448ad,eni-83c471f1f8094a63,eni-caaf4232491b47ff,39284,3389,17,255,9759,1707587438,1707589612,ACCEPT,SKIPDATA,egress,us-east-1,754358487580,0,7
flow-int-c0e11423bd3f495c,eni-3fdadbf2c12d407c,eni-88afea5db8b8443d,54016,53,17,57,8146,1705232277,1705234959,ACCEPT,OK,egress,us-west-2,954372840786,0,3
flow-int-7bde2e9bb1df4539,eni-1b58d22878314d4c,eni-6b9e72021356488d,61391,110,6,302,22704,1707245425,1707247760,ACCEPT,OK,egress,us-east-1,220688913889,37,1
flow-int-ce55a0521ae14f55,eni-14dffb60daab48cb,eni-e88516ee02724271,0,0,1,494,13127,1708040806,1708043123,ACCEPT,OK,ingress,ap-southeast-1,526174395264,0,5
flow-int-95feed9b01c14af2,eni-cdb95010640049c4,eni-27717dab77d34d15,0,0,1,441,23582,1707126983,1707129909,ACCEPT,SKIPDATA,egress,us-west-2,546911769843,0,7
flow-int-a740eb1da01f4b7c,eni-15407c5532de4b6a,eni-9340e988c78a4790,50132,993,6,446,30149,1706345844,1706346926,ACCEPT,OK,ingress,us-west-2,872554059266,125,1
flow-int-ecd897e787c042d4,eni-e81d001eddf340e0,eni-0d21bd1cffa44ff7,64263,5432,6,437,9491,1708511623,1708512859,REJECT,OK,egress,us-east-1,165855257797,7,8
flow-int-9bdc88078a35483d,eni-6bfcbc42a13347d1,eni-30770330450b4615,48393,22,17,146,221,1705974536,1705975249,REJECT,OK,ingress,ap-southeast-1,472513005022,0,6
flow-int-9866baf780fa44d9,eni-843a31e658364895,eni-47ddc161739340f1,37909,25,17,113,31376,1705343869,1705344230,ACCEPT,OK,egress,us-east-1,651699525587,0,3
flow-int-f5ba71b36feb4d5d,eni-3250c0f082174e47,eni-d9f8adbf4279424e,54324,80,17,395,10093,1704822386,1704825565,ACCEPT,SKIPDATA,ingress,ap-southeast-1,367356795288,0,7
flow-int-9789b3467cec4cad,eni-2ab8bdf200ad4543,eni-d5d9945b327e4971,0,0,1,134,2445,1705086401,1705089703,ACCEPT,NODATA,egress,eu-north-1,845300620132,0,2
flow-int-d1e06df06c0545a2,eni-ee3760d621124784,eni-3756a4c0377446aa,37959,25,17,283,14341,1706760761,1706763564,ACCEPT,SKIPDATA,ingress,ap-southeast-1,673346003135,0,8
flow-int-1255c328420b4a48,eni-67af10534b614b98,eni-0805ea9ef1944292,0,0,1,69,28027,1704433453,1704433566,ACCEPT,OK,egress,us-west-2,282444969661,0,1
flow-int-76181f8a4e5e4082,eni-c1be770fbe964a0f,eni-b3f9dc5d432349bd,55540,995,6,363,30787,1708940029,1708942812,ACCEPT,SKIPDATA,ingress,us-west-2,527380042272,92,8
flow-int-0a281d30c3964acd,eni-75eb5a835a7a4983,eni-dac5979fac6b45f5,0,0,1,328,5517,1709055922,1709056557,ACCEPT,OK,egress,us-west-2,800399818136,0,7
flow-int-9a0d9d0fbaa44383,eni-6b38d5e15d694ea6,eni-5917eb6cfdad4676,43451,25,6,7,20734,1707302945,1707303712,ACCEPT,NODATA,egress,us-east-1,506017576500,166,3
flow-int-de8197622ab54f06,eni-cb21ec89f7bc450f,eni-b22960cbf8254c8b,65169,110,17,229,9007,1709158411,1709158687,REJECT,OK,egress,eu-north-1,745539875927,0,5
flow-int-5f896110314a4f66,eni-ce1b89db6001446c,eni-ce1bda253af24286,0,0,1,94,19364,1706829708,1706830357,ACCEPT,SKIPDATA,ingress,us-east-1,277427149188,0,6
flow-int-8aaa59316f0a41a9,eni-ccbd7856e3004270,eni-59472cf8c9704ba3,43188,5432,17,299,12158,1709121917,1709124463,ACCEPT,NODATA,ingress,ap-southeast-1,973024829013,0,2
