id,mac_address,description,private_ip_address,private_dns_name,public_ip,status,subnetid,interface_type,source_dest_check
eni-e4fc57ba299249f3,96:d7:e3:dd:88:cd,Interface 1 for i-1be135a6950f4591,10.161.67.95,ip-10-161-67-95.ec2.internal,52.64.104.39,associated,subnet-a94a6d69f6de405c,efa,False
eni-2d2c418da10e4151,87:62:43:f2:53:1a,Interface 2 for i-1be135a6950f4591,10.50.155.49,ip-10-50-155-49.ec2.internal,53.74.250.218,associated,subnet-1bdfc8b0137643a2,interface,False
eni-dddbd146cbaa493c,0f:a3:e4:7b:e1:c5,Interface 3 for i-1be135a6950f4591,10.153.215.173,ip-10-153-215-173.ec2.internal,53.6.221.147,in-use,subnet-c422153d2d264a20,efa,True
eni-253b95d65cb8420e,a2:1f:43:9a:37:91,Interface 1 for i-9b33e6f8c4d24f53,10.105.34.154,ip-10-105-34-154.ec2.internal,54.47.118.9,attaching,subnet-e4fdf8247d2248b8,interface,True
eni-a68be01034aa46d2,ea:c0:f2:5f:c3:c2,Interface 2 for i-9b33e6f8c4d24f53,10.227.136.116,ip-10-227-136-116.ec2.internal,54.170.222.187,in-use,subnet-35c512c8a1c84aa9,efa,False
eni-cf9f820ccc98481b,d4:b5:19:9e:8e:ff,Interface 3 for i-9b33e6f8c4d24f53,10.45.133.137,ip-10-45-133-137.ec2.internal,52.216.77.53,attaching,subnet-c422153d2d264a20,efa,True
eni-47e7f4b35f2a4bd6,18:d2:90:92:69:22,Interface 1 for i-78d1736d5a5d4a41,10.13.64.167,ip-10-13-64-167.ec2.internal,52.115.154.238,associated,subnet-b82125089b06404f,efa,False
eni-05d96210fd804900,a2:f4:01:2d:2a:43,Interface 2 for i-78d1736d5a5d4a41,10.2.112.46,ip-10-2-112-46.ec2.internal,52.55.81.131,associated,subnet-e4fdf8247d2248b8,interface,True
eni-a526c77c8c554894,78:57:f6:9b:39:5a,Interface 3 for i-78d1736d5a5d4a41,10.0.48.141,ip-10-0-48-141.ec2.internal,53.41.238.11,detaching,subnet-a7a8144e75234345,efa,True
eni-91f5ffb3ad6a432a,31:59:a7:c3:37:27,Interface 1 for i-004dc7778706450c,10.218.95.27,ip-10-218-95-27.ec2.internal,54.178.83.190,attaching,subnet-e034761f19b34fd5,efa,False
eni-6ff76c15d9364e4c,11:9b:06:d6:9f:9a,Interface 2 for i-004dc7778706450c,10.89.18.42,ip-10-89-18-42.ec2.internal,53.51.113.136,in-use,subnet-a94a6d69f6de405c,interface,False
eni-38b926e95d764f82,7e:8c:66:24:83:d9,Interface 1 for i-e3fc6ecf4b2741b1,10.58.62.223,ip-10-58-62-223.ec2.internal,54.247.45.54,detaching,subnet-b82125089b06404f,efa,False
eni-197031ca00a64f03,ab:35:1a:1f:40:42,Interface 2 for i-e3fc6ecf4b2741b1,10.225.51.177,ip-10-225-51-177.ec2.internal,53.201.17.164,available,subnet-a7a8144e75234345,efa,True
eni-80b3823a773d4fee,91:0e:79:39:32:6a,Interface 3 for i-e3fc6ecf4b2741b1,10.107.231.36,ip-10-107-231-36.ec2.internal,53.210.22.78,in-use,subnet-ecab694e60ea46bf,interface,False
eni-bce4c45ca6e84475,12:ff:7a:21:78:8f,Interface 1 for i-a48e3d030e5d4db2,10.8.190.83,ip-10-8-190-83.ec2.internal,54.205.154.124,associated,subnet-35c512c8a1c84aa9,efa,False
eni-7aca2e75bfcf41fa,5f:b2:0f:6e:f3:98,Interface 1 for i-68369bada1e848b2,10.155.117.19,ip-10-155-117-19.ec2.internal,54.78.66.182,available,subnet-35c512c8a1c84aa9,interface,True
eni-445c9977e2b34059,1f:63:95:b4:17:0f,Interface 1 for i-c4b95f65cfc342f6,10.107.51.72,ip-10-107-51-72.ec2.internal,52.192.130.170,in-use,subnet-a7a8144e75234345,interface,False
eni-47779dec2ea845ef,aa:2a:b3:41:f3:8c,Interface 2 for i-c4b95f65cfc342f6,10.29.43.254,ip-10-29-43-254.ec2.internal,53.173.18.54,associated,subnet-a7a8144e75234345,efa,False
eni-bd3c604b953447d4,a7:d9:83:e8:86:ef,Interface 1 for i-7fe6a31581c743bc,10.222.144.59,ip-10-222-144-59.ec2.internal,54.26.5.254,available,subnet-050903050f8c40d6,interface,True
eni-e81732680bc94354,24:8d:1c:9b:32:1a,Interface 2 for i-7fe6a31581c743bc,10.33.42.91,ip-10-33-42-91.ec2.internal,52.253.128.58,in-use,subnet-04959c10ae634b9c,efa,False
eni-9be54abc3d2a46f1,06:c8:97:57:41:d3,Interface 3 for i-7fe6a31581c743bc,10.60.130.121,ip-10-60-130-121.ec2.internal,52.234.143.34,in-use,subnet-050903050f8c40d6,interface,False
eni-e43fa939a933436d,4c:a0:ea:f8:49:cd,Interface 1 for i-44859c1407ac4b21,10.49.248.47,ip-10-49-248-47.ec2.internal,54.175.7.180,in-use,subnet-fce80d037aac45f1,efa,True
eni-426244f0822042fc,95:60:1d:42:85:db,Interface 2 for i-44859c1407ac4b21,10.58.116.146,ip-10-58-116-146.ec2.internal,54.32.135.181,associated,subnet-68295b18900144ad,efa,False
eni-eb679f1e18f049fe,78:92:49:05:70:37,Interface 1 for i-43aebdb5f23248ee,10.175.160.103,ip-10-175-160-103.ec2.internal,54.167.160.142,in-use,subnet-e034761f19b34fd5,efa,True
eni-0d53d2c4ba5d430b,8d:f7:4b:e7:d7:f7,Interface 1 for i-8b00c1d11cb24da8,10.21.71.46,ip-10-21-71-46.ec2.internal,52.84.251.205,available,subnet-e034761f19b34fd5,efa,False
eni-db23b0665a72446a,0e:91:85:2a:44:87,Interface 2 for i-8b00c1d11cb24da8,10.225.223.156,ip-10-225-223-156.ec2.internal,54.47.248.37,in-use,subnet-96915c2c9bf84c7a,interface,True
eni-6b6da1b9351c4be5,af:2d:38:50:ec:7d,Interface 1 for i-1edcd67787584aa1,10.193.80.3,ip-10-193-80-3.ec2.internal,52.124.16.247,associated,subnet-c422153d2d264a20,interface,False
eni-2d950b4ee0fb4a6d,e3:a4:4a:ac:db:af,Interface 2 for i-1edcd67787584aa1,10.115.122.153,ip-10-115-122-153.ec2.internal,54.190.196.178,detaching,subnet-68295b18900144ad,interface,False
eni-c98fd26c13a142fe,8d:f0:de:e5:99:ae,Interface 3 for i-1edcd67787584aa1,10.210.20.228,ip-10-210-20-228.ec2.internal,53.212.61.222,attaching,subnet-b82125089b06404f,efa,True
eni-ae3aa114c7bc45e2,ff:a8:f2:af:a5:3d,Interface 1 for i-6fe6ba4ac6c74681,10.184.183.149,ip-10-184-183-149.ec2.internal,53.197.244.42,in-use,subnet-04959c10ae634b9c,interface,False
eni-6da6eca7f6104c65,56:4f:07:6f:bf:4f,Interface 2 for i-6fe6ba4ac6c74681,10.232.125.140,ip-10-232-125-140.ec2.internal,52.207.34.142,detaching,subnet-9543070158c74db1,efa,True
eni-8d958c49ecb04e03,31:a3:70:5b:e3:47,Interface 1 for i-631cdcf4c8ba4ffd,10.7.28.152,ip-10-7-28-152.ec2.internal,54.64.23.246,detaching,subnet-ecab694e60ea46bf,interface,False
eni-7644c284373a460a,d1:9d:0b:a0:61:e0,Interface 2 for i-631cdcf4c8ba4ffd,10.98.105.82,ip-10-98-105-82.ec2.internal,52.193.143.176,detaching,subnet-532865b57c9c43f8,interface,False
eni-395f9d0254934f21,27:d2:f2:7c:c9:17,Interface 1 for i-277790789f994564,10.136.174.31,ip-10-136-174-31.ec2.internal,54.233.108.70,available,subnet-1bdfc8b0137643a2,interface,False
eni-83abc4b057a14dc1,3d:0a:f4:32:81:19,Interface 2 for i-277790789f994564,10.216.97.95,ip-10-216-97-95.ec2.internal,53.124.49.80,in-use,subnet-04959c10ae634b9c,interface,False
eni-bc3366be9ed2418c,cf:61:ae:d2:ac:1e,Interface 3 for i-277790789f994564,10.124.0.94,ip-10-124-0-94.ec2.internal,53.91.65.173,detaching,subnet-050903050f8c40d6,efa,False
eni-8b90131bf5184a86,78:bb:0e:da:26:7a,Interface 1 for i-d85a8f69dd7f45b3,10.160.234.82,ip-10-160-234-82.ec2.internal,54.117.194.175,attaching,subnet-9e729379b92d42ff,interface,False
eni-8b05506671c14b47,12:28:95:76:2f:26,Interface 1 for i-0f62dd80356b4d38,10.106.10.104,ip-10-106-10-104.ec2.internal,53.21.147.85,associated,subnet-532865b57c9c43f8,interface,False
eni-f5f946cdaafe4dc5,11:77:94:4e:8d:48,Interface 2 for i-0f62dd80356b4d38,10.46.178.185,ip-10-46-178-185.ec2.internal,53.46.63.49,associated,subnet-b82125089b06404f,efa,False
eni-0fb3ae3b89c246d4,56:6e:59:a8:98:ef,Interface 3 for i-0f62dd80356b4d38,10.51.121.179,ip-10-51-121-179.ec2.internal,53.239.202.76,in-use,subnet-c422153d2d264a20,efa,True
eni-4ef2719e20af4880,ea:71:b4:27:c4:3c,Interface 1 for i-ebe926ac41fc4d2c,10.194.109.225,ip-10-194-109-225.ec2.internal,54.127.191.48,attaching,subnet-c422153d2d264a20,interface,True
eni-8eb54ce590e3447e,b7:f0:97:0a:bf:85,Interface 1 for i-19f75335d0584d41,10.122.3.81,ip-10-122-3-81.ec2.internal,52.254.150.6,detaching,subnet-532865b57c9c43f8,interface,False
eni-d48b7e82a2a24589,65:ad:f4:8d:54:6a,Interface 2 for i-19f75335d0584d41,10.46.8.55,ip-10-46-8-55.ec2.internal,53.137.35.249,available,subnet-c992af5b44064881,efa,False
eni-8b59fd6912224a25,e5:57:4c:27:8f:cd,Interface 3 for i-19f75335d0584d41,10.172.71.37,ip-10-172-71-37.ec2.internal,52.241.178.105,in-use,subnet-04959c10ae634b9c,interface,True
eni-617ddc95e6cb46ba,f5:8c:bc:77:b0:02,Interface 1 for i-a87a3372fbc84980,10.244.171.246,ip-10-244-171-246.ec2.internal,54.210.180.131,detaching,subnet-04959c10ae634b9c,efa,True
eni-6b49c0154aff456a,fa:63:77:cf:fb:24,Interface 1 for i-b6dbc19a4e4540de,10.91.250.109,ip-10-91-250-109.ec2.internal,54.110.27.163,in-use,subnet-491196a60d164ae6,interface,True
eni-91a8e189f7ca4578,ff:5c:04:16:6e:25,Interface 2 for i-b6dbc19a4e4540de,10.249.122.207,ip-10-249-122-207.ec2.internal,54.187.5.157,in-use,subnet-96915c2c9bf84c7a,efa,False
eni-cafa3c3f4b1e434d,b0:70:77:cc:c1:98,Interface 3 for i-b6dbc19a4e4540de,10.91.34.192,ip-10-91-34-192.ec2.internal,54.43.25.159,attaching,subnet-e4fdf8247d2248b8,interface,False
eni-2a59024d4b334916,05:a9:c1:75:53:7f,Interface 1 for i-a1bd3364807849df,10.66.111.57,ip-10-66-111-57.ec2.internal,52.6.228.117,associated,subnet-96915c2c9bf84c7a,interface,False
eni-b75ce73895ea4991,08:fb:29:38:56:a0,Interface 2 for i-a1bd3364807849df,10.49.28.86,ip-10-49-28-86.ec2.internal,54.223.18.92,available,subnet-ecab694e60ea46bf,efa,True
eni-ab6a3d9032224844,91:2c:0c:a1:5f:ad,Interface 1 for i-debd7dd3b4374670,10.205.43.186,ip-10-205-43-186.ec2.internal,52.189.84.249,in-use,subnet-9e729379b92d42ff,interface,False
eni-88a04255e5e5468b,71:82:7c:37:f9:17,Interface 2 for i-debd7dd3b4374670,10.61.19.87,ip-10-61-19-87.ec2.internal,54.214.172.170,available,subnet-9543070158c74db1,interface,True
eni-b35f22f7b6474ef1,2b:40:c5:7c:b6:5c,Interface 3 for i-debd7dd3b4374670,10.85.154.225,ip-10-85-154-225.ec2.internal,53.208.92.98,in-use,subnet-a7a8144e75234345,interface,True
eni-26303f1a7d474ac4,e2:73:ac:53:81:fc,Interface 1 for i-721b5dc4dc0846b8,10.239.210.196,ip-10-239-210-196.ec2.internal,53.16.142.172,attaching,subnet-491196a60d164ae6,interface,False
eni-8076584281784753,cd:bc:f0:1e:3e:fa,Interface 2 for i-721b5dc4dc0846b8,10.143.122.59,ip-10-143-122-59.ec2.internal,52.0.39.67,in-use,subnet-a7a8144e75234345,interface,True
eni-fa486b1cb423456b,b5:66:74:c9:88:e7,Interface 3 for i-721b5dc4dc0846b8,10.23.62.188,ip-10-23-62-188.ec2.internal,54.239.183.248,associated,subnet-1bdfc8b0137643a2,interface,True
eni-f9fcfbfc9f5d4abb,68:11:dd:1d:d9:be,Interface 1 for i-910bf4a0f74e4504,10.199.163.221,ip-10-199-163-221.ec2.internal,53.222.165.221,detaching,subnet-9543070158c74db1,efa,True
eni-7e8658d0937e41c2,ff:58:61:2b:f8:f3,Interface 1 for i-d04f6cb6cf794f43,10.119.95.247,ip-10-119-95-247.ec2.internal,53.69.182.175,associated,subnet-050903050f8c40d6,efa,True
eni-f696b0a1cea74568,d4:ee:2d:3e:72:c9,Interface 1 for i-766cd28bf45e490e,10.205.147.148,ip-10-205-147-148.ec2.internal,52.236.68.44,available,subnet-1bdfc8b0137643a2,interface,True
eni-05bd54cc062d418e,e5:e3:c7:25:2a:99,Interface 2 for i-766cd28bf45e490e,10.110.132.55,ip-10-110-132-55.ec2.internal,54.251.189.100,detaching,subnet-a7a8144e75234345,interface,True
eni-189f9acb8b1a4640,59:b5:43:87:d6:c1,Interface 1 for i-50b5deb8855d4073,10.173.44.48,ip-10-173-44-48.ec2.internal,54.119.54.157,detaching,subnet-a94a6d69f6de405c,interface,True
eni-2646a41c87bb47d6,97:c0:ee:57:40:8f,Interface 1 for i-a6c0d12caf764e60,10.248.245.120,ip-10-248-245-120.ec2.internal,52.237.52.235,available,subnet-050903050f8c40d6,interface,True
eni-2ca013b5f146413f,01:f0:9d:9b:02:d5,Interface 1 for i-668105d20f4b468e,10.166.225.14,ip-10-166-225-14.ec2.internal,54.133.8.127,attaching,subnet-491196a60d164ae6,interface,True
eni-3aa69e3518f948db,dc:f9:f8:8a:b5:73,Interface 2 for i-668105d20f4b468e,10.74.158.14,ip-10-74-158-14.ec2.internal,53.251.226.125,associated,subnet-1bdfc8b0137643a2,efa,True
eni-ad64f784eee24b6c,1d:5a:e4:4c:f7:a7,Interface 1 for i-ce99001878444407,10.249.98.132,ip-10-249-98-132.ec2.internal,54.51.155.185,in-use,subnet-e4fdf8247d2248b8,interface,True
eni-c1390fab0c304858,26:c7:d4:9a:bc:b5,Interface 1 for i-f563dc1bb96a443e,10.128.99.46,ip-10-128-99-46.ec2.internal,52.181.197.170,detaching,subnet-a94a6d69f6de405c,efa,True
eni-a1a8b01cbbc6408d,cf:0f:cc:cc:01:60,Interface 1 for i-a758ec6f33aa4fbb,10.48.111.243,ip-10-48-111-243.ec2.internal,53.117.241.135,detaching,subnet-e4fdf8247d2248b8,interface,False
eni-1248b99caa804028,c5:79:ab:db:84:aa,Interface 2 for i-a758ec6f33aa4fbb,10.123.18.37,ip-10-123-18-37.ec2.internal,52.89.50.201,in-use,subnet-fce80d037aac45f1,interface,False
eni-da83d499202f46df,b8:0e:5f:91:fa:47,Interface 3 for i-a758ec6f33aa4fbb,10.186.90.72,ip-10-186-90-72.ec2.internal,54.155.54.252,associated,subnet-9543070158c74db1,efa,False
eni-0d683acab2604b84,b2:8b:ef:c4:df:43,Interface 1 for i-92bc7aecf811491b,10.78.150.206,ip-10-78-150-206.ec2.internal,52.105.55.22,associated,subnet-1bdfc8b0137643a2,interface,True
eni-3e427abb610044e2,df:4c:61:c4:24:2a,Interface 2 for i-92bc7aecf811491b,10.237.41.135,ip-10-237-41-135.ec2.internal,53.58.54.115,detaching,subnet-e4fdf8247d2248b8,interface,True
eni-a61666c21a844863,c2:8c:83:89:06:24,Interface 3 for i-92bc7aecf811491b,10.72.29.230,ip-10-72-29-230.ec2.internal,54.184.239.93,detaching,subnet-96915c2c9bf84c7a,interface,True
eni-dc4810c8c033458b,28:8f:3e:82:6f:39,Interface 1 for i-30143d8729d24167,10.71.3.94,ip-10-71-3-94.ec2.internal,52.85.22.178,available,subnet-9e729379b92d42ff,efa,False
eni-fdcb131d24e74d29,bd:81:a5:2e:cb:4b,Interface 2 for i-30143d8729d24167,10.193.24.177,ip-10-193-24-177.ec2.internal,53.153.30.146,in-use,subnet-c992af5b44064881,efa,False
eni-99b81b7c32e44611,c5:e8:b3:8b:25:24,Interface 3 for i-30143d8729d24167,10.111.32.191,ip-10-111-32-191.ec2.internal,52.31.77.26,available,subnet-050903050f8c40d6,efa,True
eni-2f182090f6074785,5f:c9:1e:c4:15:d3,Interface 1 for i-7916598e121b42af,10.208.7.215,ip-10-208-7-215.ec2.internal,54.153.63.199,associated,subnet-e4fdf8247d2248b8,interface,False
eni-728fe6f700144ac7,89:84:c2:55:79:27,Interface 2 for i-7916598e121b42af,10.92.44.51,ip-10-92-44-51.ec2.internal,52.46.78.134,associated,subnet-ecab694e60ea46bf,interface,True
eni-a4b7dbf3bde4477f,ae:2c:5c:d8:b0:17,Interface 3 for i-7916598e121b42af,10.171.213.58,ip-10-171-213-58.ec2.internal,53.2.68.182,attaching,subnet-050903050f8c40d6,efa,True
eni-31d705a39d5c403f,8a:e5:3b:4b:0d:1f,Interface 1 for i-76513236f1254e22,10.86.242.184,ip-10-86-242-184.ec2.internal,53.255.68.238,associated,subnet-050903050f8c40d6,interface,True
eni-ce8e847eecd94f35,35:d1:3f:64:59:c3,Interface 2 for i-76513236f1254e22,10.9.205.184,ip-10-9-205-184.ec2.internal,54.1.105.6,in-use,subnet-04959c10ae634b9c,interface,True
eni-2702092d47624be2,cf:ae:cc:23:55:c4,Interface 1 for i-f74185eb086d48f4,10.132.44.23,ip-10-132-44-23.ec2.internal,54.49.75.229,attaching,subnet-9e729379b92d42ff,efa,False
eni-52a4e83126904404,ea:6b:26:44:66:08,Interface 1 for i-7ad2dcec4b9f4cae,10.5.68.31,ip-10-5-68-31.ec2.internal,53.137.62.21,associated,subnet-e034761f19b34fd5,interface,False
eni-e6df29f2f0734f77,0b:78:68:2d:39:19,Interface 1 for i-50207d29d2044a38,10.125.241.220,ip-10-125-241-220.ec2.internal,54.67.62.1,detaching,subnet-fce80d037aac45f1,efa,True
eni-b944bc2145764262,50:78:eb:4e:21:4b,Interface 2 for i-50207d29d2044a38,10.230.247.197,ip-10-230-247-197.ec2.internal,52.72.207.40,attaching,subnet-68295b18900144ad,interface,False
eni-6773ae87bb96413c,01:02:50:73:80:8c,Interface 3 for i-50207d29d2044a38,10.13.91.250,ip-10-13-91-250.ec2.internal,53.98.206.145,available,subnet-ecab694e60ea46bf,efa,True
eni-f40e872c345044e7,19:06:57:ea:70:83,Interface 1 for i-b6d77418c3b542ca,10.169.152.87,ip-10-169-152-87.ec2.internal,52.232.200.133,in-use,subnet-fce80d037aac45f1,interface,False
eni-bc6053488b2f4964,8d:43:ec:a4:86:54,Interface 1 for i-fae1c2785cee4358,10.156.68.35,ip-10-156-68-35.ec2.internal,54.210.218.213,available,subnet-e4fdf8247d2248b8,interface,False
eni-917397d7850242fd,e8:1a:ba:2c:c8:36,Interface 2 for i-fae1c2785cee4358,10.225.18.22,ip-10-225-18-22.ec2.internal,54.161.210.20,associated,subnet-68295b18900144ad,interface,True
eni-ebac3d792f3e4cac,6d:8f:87:cc:45:de,Interface 1 for i-5b7195d12f4343c1,10.58.45.79,ip-10-58-45-79.ec2.internal,53.117.32.102,available,subnet-a7a8144e75234345,efa,False
eni-6757b63dde9141a8,0a:9c:c2:ed:d5:b3,Interface 1 for i-1ba6d1e26bc54814,10.255.82.87,ip-10-255-82-87.ec2.internal,52.83.35.131,detaching,subnet-35c512c8a1c84aa9,efa,True
eni-11ed41549d1b4366,df:87:27:39:9a:3d,Interface 2 for i-1ba6d1e26bc54814,10.153.214.121,ip-10-153-214-121.ec2.internal,54.178.107.106,available,subnet-9543070158c74db1,efa,True
eni-64dd661e9dec42ff,9c:38:8a:56:bb:40,Interface 1 for i-a03391fdc5bf4b1f,10.25.139.105,ip-10-25-139-105.ec2.internal,54.70.103.80,associated,subnet-c992af5b44064881,interface,True
eni-a0e90ad4d3a740e6,48:ab:db:a2:d6:64,Interface 2 for i-a03391fdc5bf4b1f,10.238.187.181,ip-10-238-187-181.ec2.internal,52.238.73.49,associated,subnet-9e729379b92d42ff,interface,False
eni-67935ace36584558,7b:ff:6f:d9:a6:b1,Interface 1 for i-c311accd613747f1,10.76.148.113,ip-10-76-148-113.ec2.internal,53.45.72.128,in-use,subnet-68295b18900144ad,interface,False
eni-d6b9053f3a5b4546,57:a6:f7:47:fa:2e,Interface 2 for i-c311accd613747f1,10.135.68.65,ip-10-135-68-65.ec2.internal,53.232.35.101,in-use,subnet-fce80d037aac45f1,efa,False
eni-256e5cee0a2d46aa,a0:f5:b6:8c:55:65,Interface 3 for i-c311accd613747f1,10.213.234.4,ip-10-213-234-4.ec2.internal,52.100.116.201,detaching,subnet-050903050f8c40d6,efa,True
eni-a1a85cdf9e904035,f7:56:20:f8:7d:41,Interface 1 for i-7aa11647cdf44ca3,10.53.253.159,ip-10-53-253-159.ec2.internal,54.25.154.17,attaching,subnet-a94a6d69f6de405c,efa,True
eni-8d0e1ee5bf134b1d,e6:71:4b:8a:45:29,Interface 1 for i-02fee178a74d43ff,10.179.5.72,ip-10-179-5-72.ec2.internal,53.171.39.166,in-use,subnet-c422153d2d264a20,efa,False
eni-45dcc914c2c143e7,92:b0:6d:47:3a:12,Interface 2 for i-02fee178a74d43ff,10.154.252.18,ip-10-154-252-18.ec2.internal,54.230.194.197,in-use,subnet-9543070158c74db1,efa,False
eni-ea61a5470e4c4cf2,e6:d6:5c:ac:55:2f,Interface 1 for i-f51402f1987e4383,10.134.177.51,ip-10-134-177-51.ec2.internal,54.242.153.203,associated,subnet-9543070158c74db1,efa,True
eni-ac1dd27a8a904dcf,5c:6c:01:2f:30:42,Interface 1 for i-588fe35158834ec0,10.38.179.133,ip-10-38-179-133.ec2.internal,53.252.128.142,associated,subnet-b82125089b06404f,interface,True
eni-ff0ccffa886a4765,57:6c:8b:4f:bd:8f,Interface 2 for i-588fe35158834ec0,10.164.204.187,ip-10-164-204-187.ec2.internal,53.95.250.219,available,subnet-e4fdf8247d2248b8,interface,True
eni-61430f1828684f2c,0f:07:60:05:e7:bb,Interface 3 for i-588fe35158834ec0,10.138.234.178,ip-10-138-234-178.ec2.internal,53.185.231.175,associated,subnet-050903050f8c40d6,interface,True
eni-65432c16372743ba,60:26:16:da:a1:51,Interface 1 for i-45cf64494ca345b5,10.62.249.6,ip-10-62-249-6.ec2.internal,54.29.0.137,in-use,subnet-35c512c8a1c84aa9,efa,True
eni-c1dd4fe70a6f46ac,de:87:2f:46:f9:53,Interface 1 for i-8eaf57f86eee492a,10.56.166.73,ip-10-56-166-73.ec2.internal,52.165.48.26,attaching,subnet-9543070158c74db1,interface,True
eni-a32d026cddf442e6,33:a5:3b:53:64:1f,Interface 2 for i-8eaf57f86eee492a,10.102.252.63,ip-10-102-252-63.ec2.internal,53.114.34.193,available,subnet-04959c10ae634b9c,efa,True
eni-811fd9d731cc4066,0f:bd:05:88:e1:09,Interface 3 for i-8eaf57f86eee492a,10.194.187.175,ip-10-194-187-175.ec2.internal,52.148.233.177,available,subnet-b82125089b06404f,interface,True
eni-f842878905c141b8,b7:ef:4c:89:61:e8,Interface 1 for i-287473014a55442f,10.50.107.204,ip-10-50-107-204.ec2.internal,53.198.136.236,in-use,subnet-050903050f8c40d6,efa,True
eni-20791d9c00214436,45:e3:69:5c:9f:4f,Interface 1 for i-4c0027586b58465b,10.249.125.8,ip-10-249-125-8.ec2.internal,52.252.109.246,attaching,subnet-6220c09b37764b3d,interface,False
eni-0a11a2f0170940ce,e2:2d:6c:8a:b0:01,Interface 2 for i-4c0027586b58465b,10.125.160.252,ip-10-125-160-252.ec2.internal,53.69.57.212,attaching,subnet-1bdfc8b0137643a2,efa,True
eni-c1c28b8a9a4547a9,e1:f2:8d:b1:b5:70,Interface 3 for i-4c0027586b58465b,10.79.61.209,ip-10-79-61-209.ec2.internal,54.102.179.239,in-use,subnet-fce80d037aac45f1,interface,True
eni-d38277203d3349c1,4e:eb:c6:d9:58:93,Interface 1 for i-5a375ea4619e4a30,10.173.4.79,ip-10-173-4-79.ec2.internal,52.26.86.23,available,subnet-6220c09b37764b3d,efa,True
eni-cd9b253c3a26439d,f1:7d:01:0b:ec:24,Interface 2 for i-5a375ea4619e4a30,10.89.146.179,ip-10-89-146-179.ec2.internal,54.91.218.162,associated,subnet-e034761f19b34fd5,efa,False
eni-3bcdc312be4c4d27,41:96:0a:eb:f4:8a,Interface 3 for i-5a375ea4619e4a30,10.80.34.14,ip-10-80-34-14.ec2.internal,52.146.151.83,attaching,subnet-9e729379b92d42ff,interface,False
eni-3c29137b0a6649c3,e6:83:cb:aa:ff:20,Interface 1 for i-a0a8dbe2851649d1,10.108.225.25,ip-10-108-225-25.ec2.internal,53.201.68.107,attaching,subnet-6220c09b37764b3d,interface,False
eni-3a1c0738cc8345e7,df:51:2b:f7:ac:c7,Interface 1 for i-50f3cf461b07440e,10.106.244.237,ip-10-106-244-237.ec2.internal,53.70.65.71,associated,subnet-491196a60d164ae6,interface,False
eni-0f27c8ee2e194058,ae:ab:b0:d6:cb:d9,Interface 2 for i-50f3cf461b07440e,10.131.119.55,ip-10-131-119-55.ec2.internal,52.80.67.204,detaching,subnet-68295b18900144ad,efa,True
eni-71a2e634b5ea4a25,90:e5:fd:b7:51:4c,Interface 3 for i-50f3cf461b07440e,10.20.1.132,ip-10-20-1-132.ec2.internal,53.87.43.8,available,subnet-1bdfc8b0137643a2,interface,True
eni-8e16463065644e91,a8:6b:28:d1:e8:c2,Interface 1 for i-0916703b659e49ea,10.68.253.140,ip-10-68-253-140.ec2.internal,53.224.153.130,in-use,subnet-e4fdf8247d2248b8,efa,True
eni-12d8a11682604d71,43:c3:f8:7c:dc:b7,Interface 1 for i-5563af259bea4b3d,10.171.87.218,ip-10-171-87-218.ec2.internal,54.222.8.21,attaching,subnet-04959c10ae634b9c,interface,True
eni-fc26b5ef08644d51,db:cb:70:3f:58:10,Interface 2 for i-5563af259bea4b3d,10.208.250.176,ip-10-208-250-176.ec2.internal,53.195.2.122,attaching,subnet-050903050f8c40d6,interface,False
eni-620b714bac734f5f,e9:3b:58:7d:28:94,Interface 1 for i-b6e8b4a0e3764442,10.133.4.11,ip-10-133-4-11.ec2.internal,53.145.108.196,available,subnet-fce80d037aac45f1,efa,False
eni-32253c88bbe74d14,16:09:b0:7e:76:fc,Interface 2 for i-b6e8b4a0e3764442,10.140.220.253,ip-10-140-220-253.ec2.internal,52.134.107.52,in-use,subnet-04959c10ae634b9c,efa,True
eni-81bcdbdddf824ebf,b4:fc:03:be:d8:76,Interface 1 for i-8f9f867b47bf490a,10.148.10.115,ip-10-148-10-115.ec2.internal,52.75.29.145,associated,subnet-e034761f19b34fd5,efa,True
eni-4e779a11c2684386,f3:44:10:8c:db:6a,Interface 2 for i-8f9f867b47bf490a,10.8.220.40,ip-10-8-220-40.ec2.internal,52.40.180.210,in-use,subnet-c992af5b44064881,efa,True
eni-3933497dd3e04db9,58:0f:4c:69:ac:94,Interface 3 for i-8f9f867b47bf490a,10.181.253.127,ip-10-181-253-127.ec2.internal,53.220.187.140,associated,subnet-ecab694e60ea46bf,efa,True
eni-4b7065350e064c42,b7:7c:78:96:6d:cb,Interface 1 for i-ce6fc799a5cb4d57,10.106.130.49,ip-10-106-130-49.ec2.internal,54.67.117.160,associated,subnet-c422153d2d264a20,efa,False
eni-6094bda2aeea4bb8,5e:1c:a8:5a:be:63,Interface 2 for i-ce6fc799a5cb4d57,10.185.38.149,ip-10-185-38-149.ec2.internal,53.109.158.32,attaching,subnet-c422153d2d264a20,efa,False
eni-f693f1bc7aaa4b0d,0b:52:c6:60:9e:d1,Interface 3 for i-ce6fc799a5cb4d57,10.33.28.129,ip-10-33-28-129.ec2.internal,52.237.147.184,available,subnet-fce80d037aac45f1,efa,False
