id,imageid,instancetype,iaminstanceprofile,launchtime,launchtimeunix,monitoringstate,state,availabilityzone,tenancy,architecture,ebsoptimized,bootmode,instancelifecycle,hibernationoptions
i-46e3b916ed3a4578,ami-51d3fdb7,c4.large,arn:aws:iam::266480780430:instance-profile/1839b71b,2024-02-25T02:02:00Z,1649760578,enabled,stopped,eu-north-1a,dedicated,x86_64,True,uefi,,True
i-287a8d1789594668,ami-2c25c2d6,c4.large,arn:aws:iam::266480780430:instance-profile/cda3d6f1,2024-08-04T10:31:00Z,1616021882,pending,stopped,eu-north-1b,default,arm64,True,legacy-bios,spot,False
i-ab926c8f44474fd9,ami-6ed3262f,t2.micro,arn:aws:iam::266480780430:instance-profile/5ad730dc,2024-09-04T06:04:00Z,1659852969,pending,stopped,eu-north-1b,dedicated,x86_64,False,uefi,scheduled,True
i-94cd89052edd4f05,ami-371f2992,r4.large,arn:aws:iam::266480780430:instance-profile/c2b35ae6,2024-03-07T10:06:00Z,1695349946,disabling,terminated,eu-north-1b,default,arm64,True,legacy-bios,scheduled,False
i-a991379a56d248b9,ami-f29ea9d8,m5.large,arn:aws:iam::266480780430:instance-profile/b56cf28d,2024-02-26T16:57:00Z,1682483620,disabling,running,eu-north-1a,default,x86_64,True,legacy-bios,spot,False
i-2c21279ea8d14a74,ami-5d0dfc62,c4.large,arn:aws:iam::266480780430:instance-profile/404c9999,2024-04-22T07:47:00Z,1630601093,disabled,running,eu-north-1b,default,arm64,False,uefi,spot,True
i-53891d5cbfc2425b,ami-160c8aef,c4.large,arn:aws:iam::266480780430:instance-profile/c05af6c0,2024-04-24T05:26:00Z,1627971035,disabled,terminated,eu-north-1a,dedicated,arm64,False,uefi,scheduled,False
i-858374abffc949f6,ami-1522e912,t2.micro,arn:aws:iam::266480780430:instance-profile/3bd41101,2024-10-14T12:53:00Z,1602844498,enabled,running,eu-north-1b,host,x86_64,True,legacy-bios,,True
i-ee8103781bed4fef,ami-ba4669b9,r4.large,arn:aws:iam::266480780430:instance-profile/dca3bb22,2024-11-03T02:24:00Z,1605976059,disabling,running,eu-north-1b,host,arm64,False,uefi,scheduled,True
i-794045d0c95249cd,ami-6c701c6e,t2.micro,arn:aws:iam::266480780430:instance-profile/801a2fff,2024-12-04T13:14:00Z,1694961014,disabled,terminated,eu-north-1b,default,x86_64,False,legacy-bios,scheduled,False
i-dfaab9fa819442cc,ami-ddb9e902,r4.large,arn:aws:iam::266480780430:instance-profile/caf5b9b6,2024-01-27T11:03:00Z,1660178927,disabling,terminated,eu-north-1b,default,x86_64,True,legacy-bios,,True
i-6cf332e5f6914f55,ami-32a714b0,c4.large,arn:aws:iam::266480780430:instance-profile/c1610f1c,2024-06-07T16:08:00Z,1666331446,disabled,stopped,eu-north-1b,host,x86_64,True,uefi,,True
i-2442c29c30d244a0,ami-f1f41593,r4.large,arn:aws:iam::266480780430:instance-profile/c3a860b3,2024-09-18T03:03:00Z,1646866243,enabled,running,eu-north-1b,host,x86_64,True,legacy-bios,spot,True
i-ca895a67a0e3403b,ami-5c43dd14,c4.large,arn:aws:iam::266480780430:instance-profile/8c95b09a,2024-02-16T13:25:00Z,1664360010,enabled,running,eu-north-1b,default,arm64,True,uefi,spot,False
i-e12d00ade0114d1d,ami-dbc26d79,r4.large,arn:aws:iam::266480780430:instance-profile/0fa8b780,2024-03-08T17:04:00Z,1692639720,pending,stopped,eu-north-1a,host,x86_64,False,legacy-bios,spot,True
i-d74f5978078e428f,ami-21bc9f1b,r4.large,arn:aws:iam::266480780430:instance-profile/80a74538,2024-08-15T07:20:00Z,1618822230,disabling,stopped,eu-north-1b,dedicated,arm64,True,legacy-bios,spot,False
i-be81069ba8a3487f,ami-9a08685e,t2.micro,arn:aws:iam::266480780430:instance-profile/d5c00e03,2024-06-18T07:56:00Z,1605344928,disabling,running,eu-north-1b,dedicated,arm64,False,uefi,scheduled,True
i-ceb4a872b5ff43ea,ami-930e434f,r4.large,arn:aws:iam::266480780430:instance-profile/f4f39df9,2024-03-21T14:35:00Z,1664444871,disabled,terminated,eu-north-1b,host,x86_64,False,uefi,spot,True
i-723958b3ec8d4a89,ami-e770a7a3,m5.large,arn:aws:iam::266480780430:instance-profile/5678f4ea,2024-03-24T12:02:00Z,1675276287,disabled,running,eu-north-1a,default,arm64,True,uefi,scheduled,True
i-b988daaf93d94e56,ami-3d52f8f4,t2.micro,arn:aws:iam::266480780430:instance-profile/6bc6e107,2024-02-21T19:50:00Z,1690596002,disabled,stopped,eu-north-1a,default,x86_64,True,legacy-bios,scheduled,False
i-2c608a3a7f8d449a,ami-b29b592d,c4.large,arn:aws:iam::266480780430:instance-profile/639af576,2024-05-12T20:07:00Z,1657120481,enabled,stopped,eu-north-1b,default,x86_64,False,legacy-bios,spot,True
i-1bbde4e3608444e3,ami-0ce4fce2,c4.large,arn:aws:iam::266480780430:instance-profile/538e21e9,2024-08-16T23:56:00Z,1604500774,enabled,running,eu-north-1a,default,arm64,True,uefi,spot,False
i-df8212814661492f,ami-57d1aa98,m5.large,arn:aws:iam::266480780430:instance-profile/5fd7f0a3,2024-03-16T19:16:00Z,1606876071,disabling,terminated,eu-north-1a,default,arm64,True,legacy-bios,scheduled,True
i-4a5751148509446f,ami-751ed09d,t2.micro,arn:aws:iam::266480780430:instance-profile/3879bbd0,2024-07-22T21:57:00Z,1663652071,enabled,stopped,eu-north-1a,host,x86_64,False,uefi,spot,True
i-7ecd1bfb72b54af4,ami-8c3de83d,m5.large,arn:aws:iam::266480780430:instance-profile/7464b6cf,2024-05-15T14:57:00Z,1648046850,pending,running,eu-north-1a,host,x86_64,True,legacy-bios,spot,False
i-ac8911cb9a6d400d,ami-0bc32dab,m5.large,arn:aws:iam::266480780430:instance-profile/7f58263e,2024-12-27T21:24:00Z,1629752932,disabled,stopped,eu-north-1a,host,arm64,False,uefi,spot,True
i-dbef216ad85346d1,ami-750eb46b,m5.large,arn:aws:iam::266480780430:instance-profile/a80d2cc1,2024-08-04T16:04:00Z,1673660249,disabling,running,eu-north-1a,default,x86_64,True,legacy-bios,scheduled,True
i-3decd7934e81452e,ami-a84dbbf6,m5.large,arn:aws:iam::266480780430:instance-profile/affbcd6e,2024-11-02T10:36:00Z,1691985398,disabled,running,eu-north-1b,default,arm64,False,legacy-bios,scheduled,False
i-eba68bd2f8794323,ami-a2dfe811,c4.large,arn:aws:iam::266480780430:instance-profile/b73a635a,2024-09-28T03:42:00Z,1616255543,disabling,running,eu-north-1a,dedicated,arm64,True,uefi,spot,True
i-f0cffdbffc5c4b51,ami-877305ac,c4.large,arn:aws:iam::266480780430:instance-profile/fc97a3ca,2024-09-21T11:14:00Z,1628992752,pending,running,eu-north-1a,host,x86_64,True,legacy-bios,scheduled,False
i-9c191a5ebec14e79,ami-6e8e3ead,m5.large,arn:aws:iam::266480780430:instance-profile/e5183c94,2024-07-23T17:28:00Z,1656514075,enabled,running,eu-north-1b,dedicated,x86_64,False,uefi,scheduled,True
i-d0312fdd21e84e3a,ami-4559a75a,r4.large,arn:aws:iam::266480780430:instance-profile/f4d825b2,2024-05-23T21:44:00Z,1653254167,disabled,stopped,eu-north-1a,default,x86_64,False,uefi,spot,True
i-a32e08fb9b644b65,ami-cb90bd82,m5.large,arn:aws:iam::266480780430:instance-profile/a974015a,2024-12-28T20:10:00Z,1669869107,disabling,terminated,eu-north-1a,dedicated,arm64,False,legacy-bios,spot,False
i-e789a9ad61be4e76,ami-43662320,c4.large,arn:aws:iam::266480780430:instance-profile/5c01e3ea,2024-08-27T22:31:00Z,1652201042,disabling,terminated,eu-north-1b,dedicated,x86_64,False,legacy-bios,,False
i-5ef986e928f541ab,ami-5236ff50,r4.large,arn:aws:iam::266480780430:instance-profile/c4165bbd,2024-08-04T20:04:00Z,1604113293,disabled,terminated,eu-north-1b,default,arm64,True,legacy-bios,spot,False
i-02da04e1a9a64089,ami-71412914,r4.large,arn:aws:iam::266480780430:instance-profile/6b3efa8f,2024-02-26T22:09:00Z,1659535199,disabled,stopped,eu-north-1b,host,x86_64,False,uefi,scheduled,False
i-0b7b1ff31d644761,ami-0f215bb0,r4.large,arn:aws:iam::266480780430:instance-profile/b1c16c05,2024-11-15T05:32:00Z,1646657235,enabled,running,eu-north-1a,host,x86_64,False,legacy-bios,scheduled,False
i-7f7dc55a4bfe4b00,ami-6eb74eb4,c4.large,arn:aws:iam::266480780430:instance-profile/235c00d9,2024-08-10T10:03:00Z,1617349929,disabled,terminated,eu-north-1a,default,arm64,False,uefi,,False
i-7b5e536d580944d3,ami-35bcddb0,c4.large,arn:aws:iam::266480780430:instance-profile/3c48dbe9,2024-07-08T23:45:00Z,1623623257,disabling,terminated,eu-north-1b,default,x86_64,False,legacy-bios,scheduled,True
i-a5d119f8c38f476a,ami-814b271c,m5.large,arn:aws:iam::266480780430:instance-profile/dd22ae7a,2024-12-02T03:57:00Z,1607049639,pending,terminated,eu-north-1b,host,x86_64,True,legacy-bios,spot,True
i-f8be8c95401846cd,ami-94f6842b,c4.large,arn:aws:iam::266480780430:instance-profile/d75df430,2024-07-12T19:22:00Z,1657777395,enabled,stopped,eu-north-1b,dedicated,arm64,False,legacy-bios,spot,True
i-f2ea6e76eea847b1,ami-79f01c03,m5.large,arn:aws:iam::266480780430:instance-profile/7d138296,2024-05-15T09:20:00Z,1655370003,enabled,terminated,eu-north-1b,host,arm64,True,uefi,,True
i-aa41146333674cec,ami-02c3aee8,c4.large,arn:aws:iam::266480780430:instance-profile/22ccb637,2024-04-03T02:31:00Z,1615283701,disabled,terminated,eu-north-1b,host,arm64,True,uefi,scheduled,False
i-81fd1e208d394bf7,ami-8f1a6edb,c4.large,arn:aws:iam::266480780430:instance-profile/8ca4478c,2024-06-09T10:10:00Z,1620866369,disabling,terminated,eu-north-1a,host,arm64,False,uefi,,True
i-2d60267e505a4397,ami-a90d0fe7,r4.large,arn:aws:iam::266480780430:instance-profile/8a287bc3,2024-08-12T01:14:00Z,1646105995,pending,terminated,eu-north-1b,dedicated,x86_64,True,legacy-bios,,True
i-784386f62c444952,ami-ca5fe3c5,r4.large,arn:aws:iam::266480780430:instance-profile/065bf953,2024-09-19T18:10:00Z,1656714347,enabled,terminated,eu-north-1a,host,arm64,False,uefi,,False
i-57edd29a950740b0,ami-b1e44a3c,c4.large,arn:aws:iam::266480780430:instance-profile/3818f0cd,2024-11-25T10:25:00Z,1679547381,enabled,terminated,eu-north-1a,dedicated,x86_64,True,uefi,,False
i-6c298345f62d4ef5,ami-59cf45ac,c4.large,arn:aws:iam::266480780430:instance-profile/5a0b80e9,2024-07-20T11:29:00Z,1686871710,disabled,terminated,eu-north-1a,default,x86_64,False,legacy-bios,,True
i-1538e60cda4f4db0,ami-c8517d03,c4.large,arn:aws:iam::266480780430:instance-profile/ae21229a,2024-11-07T13:38:00Z,1628805371,disabling,running,eu-north-1a,default,x86_64,True,uefi,,False
i-65b8aa070b784967,ami-5b2876cb,m5.large,arn:aws:iam::266480780430:instance-profile/104566fe,2024-12-03T00:25:00Z,1619477535,disabled,running,eu-north-1a,dedicated,arm64,False,uefi,scheduled,False
i-6af7a12cc5cf49cc,ami-7c9b1a50,m5.large,arn:aws:iam::266480780430:instance-profile/7d6db995,2024-06-14T14:00:00Z,1654674175,pending,running,eu-north-1a,host,arm64,True,uefi,,False
i-cf217d8012c94534,ami-b24f5414,c4.large,arn:aws:iam::266480780430:instance-profile/c6b1161b,2024-03-20T23:06:00Z,1612830621,disabled,terminated,eu-north-1a,dedicated,x86_64,True,uefi,scheduled,True
i-da4471884f804548,ami-7baa3901,t2.micro,arn:aws:iam::266480780430:instance-profile/cad16778,2024-06-27T22:50:00Z,1641905445,enabled,terminated,eu-north-1b,dedicated,arm64,False,uefi,,False
i-d13227798df44edd,ami-afadbe95,c4.large,arn:aws:iam::266480780430:instance-profile/a1ec05e6,2024-07-23T12:31:00Z,1696915629,enabled,stopped,eu-north-1b,dedicated,x86_64,False,legacy-bios,spot,True
i-43d285e5f5d740fc,ami-f29ed7f8,m5.large,arn:aws:iam::266480780430:instance-profile/eff76b8e,2024-03-26T04:16:00Z,1605654311,pending,running,eu-north-1a,dedicated,arm64,False,uefi,spot,False
i-bef1332299584394,ami-140b345a,c4.large,arn:aws:iam::266480780430:instance-profile/f9cc42fc,2024-03-05T04:50:00Z,1697994539,pending,running,eu-north-1a,dedicated,arm64,True,legacy-bios,scheduled,True
i-be3696562bc540ec,ami-04c6045d,c4.large,arn:aws:iam::266480780430:instance-profile/00a165ef,2024-11-05T20:05:00Z,1628806653,disabled,running,eu-north-1b,host,arm64,True,uefi,scheduled,True
i-b3dc08cae05f4176,ami-3f52c807,t2.micro,arn:aws:iam::266480780430:instance-profile/3341ffa6,2024-06-16T07:22:00Z,1651560460,disabling,stopped,eu-north-1b,dedicated,x86_64,True,legacy-bios,spot,True
i-eaca5ec11251464d,ami-2bd501d5,c4.large,arn:aws:iam::266480780430:instance-profile/de72e2fa,2024-04-13T07:20:00Z,1645731002,disabling,stopped,eu-north-1a,host,arm64,False,legacy-bios,spot,False
i-ed1722b1a9f14309,ami-716a14f8,r4.large,arn:aws:iam::266480780430:instance-profile/49e4ddef,2024-04-16T04:54:00Z,1696184817,pending,terminated,eu-north-1b,default,x86_64,True,uefi,,False
i-3d0e0d4c778640f2,ami-47818f40,m5.large,arn:aws:iam::266480780430:instance-profile/65332312,2024-10-09T00:47:00Z,1615965120,disabled,terminated,eu-north-1a,default,arm64,True,uefi,,False
i-d96a30ab6b22408d,ami-e1fcf427,r4.large,arn:aws:iam::266480780430:instance-profile/ea371969,2024-01-10T04:05:00Z,1633346144,disabled,running,eu-north-1b,host,arm64,True,uefi,spot,False
i-daa58fdeff354c6c,ami-bb19475f,c4.large,arn:aws:iam::266480780430:instance-profile/7063959c,2024-12-16T11:00:00Z,1687222445,pending,terminated,eu-north-1a,default,arm64,True,legacy-bios,spot,False
i-fe4da9fcfa494233,ami-0a559cec,r4.large,arn:aws:iam::266480780430:instance-profile/b11700aa,2024-09-14T13:09:00Z,1671614013,pending,running,eu-north-1a,default,x86_64,False,legacy-bios,,True
i-688945efe0584dae,ami-70de656d,t2.micro,arn:aws:iam::266480780430:instance-profile/454e9727,2024-07-22T18:04:00Z,1684539052,disabling,stopped,eu-north-1b,default,arm64,False,legacy-bios,,False
i-f25f81e11feb46d9,ami-ee88e59a,c4.large,arn:aws:iam::266480780430:instance-profile/08566509,2024-08-28T23:20:00Z,1692739006,enabled,running,eu-north-1a,default,arm64,False,uefi,spot,True
i-67b934a20acd4136,ami-e6aec7e7,m5.large,arn:aws:iam::266480780430:instance-profile/c43706c5,2024-11-18T16:20:00Z,1656094543,disabling,running,eu-north-1b,dedicated,x86_64,True,legacy-bios,,True
i-f97d1f5e027a457a,ami-79b99f30,c4.large,arn:aws:iam::266480780430:instance-profile/c57e7b6a,2024-09-24T03:36:00Z,1624882823,enabled,running,eu-north-1b,dedicated,x86_64,True,legacy-bios,scheduled,False
i-6656a868f053472e,ami-7ce51487,r4.large,arn:aws:iam::266480780430:instance-profile/06878f28,2024-09-28T15:20:00Z,1664679510,pending,terminated,eu-north-1a,dedicated,arm64,False,uefi,,False
i-f946fe44eb3f4cd3,ami-1eb391f3,t2.micro,arn:aws:iam::266480780430:instance-profile/656f00e7,2024-09-26T05:40:00Z,1657223454,disabling,stopped,eu-north-1a,host,arm64,True,legacy-bios,,True
i-1bf1e22570124449,ami-e3e561ed,c4.large,arn:aws:iam::266480780430:instance-profile/d0d4cd88,2024-06-23T22:09:00Z,1689670043,enabled,running,eu-north-1a,dedicated,arm64,True,uefi,spot,True
i-ec0d2bf0fe6345d0,ami-70b1cc41,r4.large,arn:aws:iam::266480780430:instance-profile/f40832a1,2024-02-23T02:25:00Z,1607068640,disabled,terminated,eu-north-1b,default,arm64,False,legacy-bios,spot,True
i-49d78fee375647ac,ami-f30d29e5,m5.large,arn:aws:iam::266480780430:instance-profile/c4b0f8f5,2024-03-15T12:20:00Z,1646236418,pending,stopped,eu-north-1b,dedicated,arm64,True,legacy-bios,spot,False
i-90518288461c4082,ami-a642095d,c4.large,arn:aws:iam::266480780430:instance-profile/493690d1,2024-10-13T11:27:00Z,1678304782,disabled,stopped,eu-north-1b,dedicated,x86_64,True,uefi,,True
i-09a3938a86ba424c,ami-07240756,r4.large,arn:aws:iam::266480780430:instance-profile/2e6e4174,2024-06-05T06:19:00Z,1623473789,enabled,running,eu-north-1b,dedicated,arm64,False,uefi,spot,False
i-6e152dc6972347ae,ami-3629aa95,c4.large,arn:aws:iam::266480780430:instance-profile/4b71239a,2024-08-07T22:28:00Z,1689221020,pending,running,eu-north-1b,host,x86_64,True,legacy-bios,scheduled,True
i-2955ac40108447d8,ami-3113aaf4,r4.large,arn:aws:iam::266480780430:instance-profile/0404fae3,2024-11-27T01:16:00Z,1651032105,pending,running,eu-north-1a,default,x86_64,True,uefi,scheduled,True
i-4f7069324fc041c2,ami-3cb0391f,m5.large,arn:aws:iam::266480780430:instance-profile/2623301c,2024-07-05T12:04:00Z,1609322294,pending,running,eu-north-1b,dedicated,arm64,False,uefi,,False
i-2e44cd1ccc2c4ba2,ami-bb0f9b86,m5.large,arn:aws:iam::266480780430:instance-profile/44010c4e,2024-10-08T18:28:00Z,1694043249,pending,stopped,eu-north-1a,host,x86_64,True,legacy-bios,,False
i-819a417be11349f3,ami-fbef149c,c4.large,arn:aws:iam::266480780430:instance-profile/ca11a8ee,2024-01-19T14:46:00Z,1656132190,pending,stopped,eu-north-1b,default,x86_64,False,uefi,,True
i-8fdc5b5b4dd04ab1,ami-34f31461,m5.large,arn:aws:iam::266480780430:instance-profile/d4119722,2024-07-11T01:40:00Z,1660200328,enabled,terminated,eu-north-1b,dedicated,arm64,True,legacy-bios,spot,True
i-4a63f279e581479f,ami-e0c433ae,c4.large,arn:aws:iam::266480780430:instance-profile/965f7c3b,2024-12-20T17:38:00Z,1680869577,pending,terminated,eu-north-1a,host,arm64,False,legacy-bios,scheduled,True
i-058a6b25b57847a0,ami-b681836d,c4.large,arn:aws:iam::266480780430:instance-profile/b5d0e001,2024-07-04T19:42:00Z,1682817057,disabled,terminated,eu-north-1b,host,x86_64,False,uefi,,True
i-d754c7a3229f453e,ami-98adc869,r4.large,arn:aws:iam::266480780430:instance-profile/58544c3d,2024-08-24T09:44:00Z,1660691134,disabled,stopped,eu-north-1a,default,x86_64,True,legacy-bios,spot,False
i-2530806b63da4116,ami-d9a51418,t2.micro,arn:aws:iam::266480780430:instance-profile/413d22af,2024-09-06T16:21:00Z,1678445432,pending,terminated,eu-north-1b,dedicated,arm64,True,legacy-bios,scheduled,True
i-42dca852e5de4717,ami-1acf949e,r4.large,arn:aws:iam::266480780430:instance-profile/e289cd0b,2024-03-03T06:03:00Z,1621412408,disabled,stopped,eu-north-1a,host,x86_64,False,legacy-bios,spot,False
i-6a6ff85b64124893,ami-da70014e,r4.large,arn:aws:iam::266480780430:instance-profile/31e78e61,2024-05-28T20:12:00Z,1600741822,disabling,stopped,eu-north-1b,dedicated,x86_64,True,uefi,spot,False
i-cfce9c8e040348e7,ami-b1d7f6eb,c4.large,arn:aws:iam::266480780430:instance-profile/ee903810,2024-07-09T21:16:00Z,1658676095,pending,terminated,eu-north-1a,dedicated,arm64,True,uefi,scheduled,False
i-01371854ad764c1d,ami-e7d33c2c,m5.large,arn:aws:iam::266480780430:instance-profile/08c410c3,2024-04-20T02:25:00Z,1617179137,disabling,stopped,eu-north-1b,dedicated,arm64,True,legacy-bios,scheduled,False
i-2921967d6d684fe6,ami-79cdb166,t2.micro,arn:aws:iam::266480780430:instance-profile/8a3be809,2024-07-13T17:44:00Z,1681997565,enabled,terminated,eu-north-1a,host,arm64,False,uefi,spot,True
i-5ab18bed54194f59,ami-4fba3d07,c4.large,arn:aws:iam::266480780430:instance-profile/4aa7c4b4,2024-12-21T05:36:00Z,1667076602,disabled,running,eu-north-1a,host,x86_64,False,legacy-bios,spot,True
i-d8b15a6c53a041bb,ami-c75aec6c,m5.large,arn:aws:iam::266480780430:instance-profile/7c10a33d,2024-05-16T03:37:00Z,1621282615,disabling,running,eu-north-1b,dedicated,arm64,True,uefi,scheduled,True
i-916d71a131e4468e,ami-4990fdfd,t2.micro,arn:aws:iam::266480780430:instance-profile/ad231b18,2024-10-15T04:13:00Z,1662233966,disabling,stopped,eu-north-1a,dedicated,arm64,False,legacy-bios,,False
i-d62ebf0c09d943a8,ami-c2a4a720,m5.large,arn:aws:iam::266480780430:instance-profile/8f5962cd,2024-12-01T15:06:00Z,1618479300,enabled,running,eu-north-1a,dedicated,x86_64,False,legacy-bios,spot,True
i-9c48616bdae94edd,ami-8b4520e1,m5.large,arn:aws:iam::266480780430:instance-profile/644288bc,2024-10-28T08:31:00Z,1647472178,disabling,running,eu-north-1b,host,x86_64,True,legacy-bios,,True
i-ceea8afe2a1b4316,ami-7e08877f,m5.large,arn:aws:iam::266480780430:instance-profile/a984ee50,2024-02-09T10:55:00Z,1670131233,pending,stopped,eu-north-1a,default,arm64,True,legacy-bios,,False
i-881fdea586eb4f47,ami-e018fd37,c4.large,arn:aws:iam::266480780430:instance-profile/375da007,2024-05-20T02:48:00Z,1604903277,disabling,running,eu-north-1b,host,x86_64,True,legacy-bios,spot,False
i-01e5a42f60364f4f,ami-9a7425f3,t2.micro,arn:aws:iam::266480780430:instance-profile/008aaf9a,2024-08-15T07:17:00Z,1655677723,enabled,stopped,eu-north-1b,dedicated,x86_64,False,uefi,,False
i-5f701d6af716442c,ami-d62dd6e7,r4.large,arn:aws:iam::266480780430:instance-profile/1db6589d,2024-04-27T23:54:00Z,1653102182,disabled,running,eu-north-1a,dedicated,arm64,True,legacy-bios,,False
i-86fe57a8948e460a,ami-3c247dbe,r4.large,arn:aws:iam::266480780430:instance-profile/f4474d80,2024-06-10T05:32:00Z,1693694266,enabled,terminated,eu-north-1b,host,x86_64,False,uefi,scheduled,False
i-b5107c4e0c794a7c,ami-b4e7e813,c4.large,arn:aws:iam::266480780430:instance-profile/31844a9d,2024-03-16T07:10:00Z,1629326982,disabling,running,eu-north-1b,host,arm64,False,uefi,scheduled,False
i-751be698113649f0,ami-2a6cd655,c4.large,arn:aws:iam::266480780430:instance-profile/bc3dd44a,2024-02-11T21:26:00Z,1666611607,disabled,stopped,eu-north-1b,default,x86_64,False,uefi,scheduled,True
i-797e976127304e40,ami-ff0a04bc,c4.large,arn:aws:iam::266480780430:instance-profile/6b9b9079,2024-03-07T06:28:00Z,1627218493,enabled,terminated,eu-north-1a,default,x86_64,False,legacy-bios,spot,True
i-8b247b4cb52a4d19,ami-2de870cb,m5.large,arn:aws:iam::266480780430:instance-profile/ffc2015a,2024-04-24T06:26:00Z,1637323317,enabled,terminated,eu-north-1b,default,x86_64,True,uefi,scheduled,True
i-403863e2dad8493d,ami-b9af21c9,t2.micro,arn:aws:iam::266480780430:instance-profile/19a63256,2024-07-14T06:36:00Z,1620869596,pending,running,eu-north-1b,dedicated,arm64,True,uefi,spot,True
i-19aa0231d3174d7c,ami-825c079a,c4.large,arn:aws:iam::266480780430:instance-profile/301bff6c,2024-02-20T22:39:00Z,1612745562,pending,terminated,eu-north-1b,host,arm64,True,uefi,spot,False
i-8847b5b15f594786,ami-17236116,c4.large,arn:aws:iam::266480780430:instance-profile/0f28df9a,2024-08-22T22:10:00Z,1640542605,disabling,running,eu-north-1b,dedicated,x86_64,True,uefi,spot,False
i-bdf28f115b8141fb,ami-bcb733bf,t2.micro,arn:aws:iam::266480780430:instance-profile/c0431735,2024-07-26T11:15:00Z,1647380104,disabling,stopped,eu-north-1b,host,x86_64,True,uefi,spot,False
i-7814c55dbe1749b2,ami-c4294550,t2.micro,arn:aws:iam::266480780430:instance-profile/14fe8c3b,2024-05-10T03:18:00Z,1642445642,enabled,stopped,eu-north-1b,dedicated,x86_64,False,legacy-bios,,True
i-f85766a99b854f83,ami-76df7d55,m5.large,arn:aws:iam::266480780430:instance-profile/e09d916a,2024-08-05T16:17:00Z,1645634913,enabled,running,eu-north-1b,dedicated,x86_64,False,legacy-bios,scheduled,False
i-db1d456ba5b34e43,ami-2201de60,t2.micro,arn:aws:iam::266480780430:instance-profile/8c25095d,2024-09-06T14:32:00Z,1684201021,pending,running,eu-north-1a,default,x86_64,False,legacy-bios,scheduled,False
i-bb46e5528fef404d,ami-35b8192f,t2.micro,arn:aws:iam::266480780430:instance-profile/69b595b4,2024-10-05T09:55:00Z,1635029433,disabling,running,eu-north-1a,host,arm64,False,legacy-bios,spot,False
i-2a619ee6e6b2499a,ami-f09c5717,m5.large,arn:aws:iam::266480780430:instance-profile/d9f0701c,2024-02-08T17:30:00Z,1671134476,disabling,stopped,eu-north-1a,dedicated,x86_64,False,uefi,,True
i-ef5eb6bfd50642cb,ami-7c0220d7,t2.micro,arn:aws:iam::266480780430:instance-profile/f1da1b7b,2024-08-08T13:15:00Z,1649665733,disabling,stopped,eu-north-1a,default,x86_64,False,uefi,,False
i-1a5d31e0a57f4a62,ami-3acd4d36,c4.large,arn:aws:iam::266480780430:instance-profile/875de508,2024-12-13T14:43:00Z,1676893706,enabled,stopped,eu-north-1a,default,arm64,False,uefi,spot,False
i-73bfba2bb0ab4753,ami-853979fe,r4.large,arn:aws:iam::266480780430:instance-profile/5284f7ba,2024-02-14T21:03:00Z,1674551977,disabling,stopped,eu-north-1a,host,x86_64,True,legacy-bios,spot,False
i-9221b589ccea4e59,ami-5edcaa0a,r4.large,arn:aws:iam::266480780430:instance-profile/37803247,2024-09-27T16:41:00Z,1605857511,enabled,terminated,eu-north-1b,default,x86_64,False,uefi,scheduled,False
i-719a33a8442b45fc,ami-d37bd5fe,r4.large,arn:aws:iam::266480780430:instance-profile/f0b57d07,2024-02-06T02:36:00Z,1683023892,disabled,terminated,eu-north-1b,host,arm64,True,legacy-bios,scheduled,True
i-3c575f04cfe24b90,ami-1197086c,r4.large,arn:aws:iam::266480780430:instance-profile/c94c3d5d,2024-09-26T06:42:00Z,1687900904,disabling,terminated,eu-north-1b,host,x86_64,True,uefi,scheduled,False
i-3ea16d9bdfc64162,ami-b1cb0ce6,r4.large,arn:aws:iam::266480780430:instance-profile/25263223,2024-05-14T06:05:00Z,1643219145,disabling,terminated,eu-north-1b,default,x86_64,True,uefi,scheduled,False
i-8aaee80d281c49b3,ami-b5cac046,m5.large,arn:aws:iam::266480780430:instance-profile/13871693,2024-05-17T14:20:00Z,1632075694,pending,stopped,eu-north-1a,dedicated,x86_64,True,legacy-bios,spot,False
i-7871153de3a64ca3,ami-1c0d29cd,c4.large,arn:aws:iam::266480780430:instance-profile/c6aa2700,2024-03-24T07:50:00Z,1698330622,disabling,running,eu-north-1a,default,arm64,True,legacy-bios,scheduled,False
i-5f467e36027c44b4,ami-2f95d97f,t2.micro,arn:aws:iam::266480780430:instance-profile/5261ad40,2024-06-10T06:34:00Z,1673858449,enabled,stopped,eu-north-1b,host,arm64,False,legacy-bios,spot,False
i-fef1870b8d424919,ami-9a30d19d,t2.micro,arn:aws:iam::266480780430:instance-profile/ae41d981,2024-11-20T11:23:00Z,1648016386,enabled,stopped,eu-north-1b,dedicated,x86_64,False,uefi,spot,False
i-5d543f1678f7463e,ami-473c1c9c,r4.large,arn:aws:iam::266480780430:instance-profile/b64b4b93,2024-05-26T08:53:00Z,1667672769,pending,stopped,eu-north-1b,default,arm64,False,legacy-bios,scheduled,True
i-41fceb187a9b42b9,ami-ea7ac846,c4.large,arn:aws:iam::266480780430:instance-profile/4ec136d8,2024-02-18T18:16:00Z,1682513346,disabled,stopped,eu-north-1a,host,arm64,True,legacy-bios,spot,True
